,txt,sentiment,num_of_words
7325,ok: the book was not that bad-but i wouldn't strongly recommend it. it was a bit weird for my liking.,0,20
7357,the worst book i have ever read!!!!: this book was horribly written!! it confused more than it enlightened!!! i did not enjoy it at all and i never plan to read it again.,0,33
7358,"dumbest book ever!!!!: you always here of classics being read by generation after generation, this isn't one of those. it should be burned itself. i can't believe i read this dumb book",0,32
7359,wrong book sent!: i ordered a book for my grandson's school summer reading program. the book was supposed to be fahrenheit 451 and i received a totally different book. i returned the book and by the time another book could be sent would be too late.i probably will not order from this site again.,0,54
7389,it was one of the worst novels i have ever read: it was very boring and i did not lik it at all. it lacked a basic plot and character development. i was very disappointed with the novel and with bradbury.,0,41
7400,"if you are a high school student, this would be a stunner...: if you are a high-school student, this would be a stunner, but to anyone with a little more life experience and a shred of political awareness, the book comes across as dated, patronizing and condescending.",0,47
7406,this was horrible: this book is one of the worst i have read!! classic or not it still was bad!!! i had to read this for school and i hated it! it was soo simple. only one thing happens in the entire book and that one thing isn't even exciting!,0,50
7408,awful: i read this book and i hated it. don't waste your money on it. it will ruin any respect you have for books. three words: don't buy it!!!!!!,0,29
7450,"disappointed: this product did not last two months. i brought it for emergencies and when i needed it, it wasn't working.",0,21
7491,"ok game: this game is ok. if you like slow paced games this is your game.the graphics are great but the gameplay is slow.you can play all of the fellowship but you have to get to rivendel to get gimli,legolas,borimer,and gandalf.",0,41
7549,"too long to read!: the section on humor is very good, but if you want to improve your presentation skills, it's no point reading a big book, you have to practice to improve.this book could have been more useful if it were more concise.",0,44
7555,"love british movies: but i had already seen some of this movie on netflix, and did not realize until i had purchased this movie",0,24
7557,"the picture quality was awful!!!: being a collector of period pieces, i have never watched a collection with such aweful picture quality. do not buy this collection if you want mediocre or good quality viewing.",0,35
7561,disapointed: have not seen them all but several so far are trash and the others so-so. would not see them again or recommend them to anyone.,0,26
7568,this card is fair - service is really bad: used the card for about 4 weeks and had problems with audio which traced to the bad (...) connector on back..efforts to get service have failed ...this card and its associated software should have been more extensively tested by ati.,0,49
7571,"ballet flat: for it being a clark shoe, it had no arch support. i returned item but had to pay the shipping.",0,22
7594,"window xp ?????: i instaled this at home, and it's not compatible with windows xp, it crash my windows system, and in the support page from simple tech there is not a good solution for this problem.",0,37
7607,"i don't know about this edition, but 1st was crap. try...: buy ""the synonym finder"" if you want a really good thesaurus. i am only familiar with the first edition of ""roget's ii,"" but i consider that edition to be among the worst volumes in print.",0,46
7705,relaxing entertainment: i did not realise that this was just a book containing the 3 other professor books that i already own and have read.i would not have bought this had i been aware.,0,34
7709,van damn this was terible: this would be the worst van dam movie i ever seen not a good plot. i am used to so much more from van dam that this movie was disappointing,0,35
7721,"did not like it: i purchased this book after i read the good reviews. i really did not like it. the story was dull, the heroine uninteresting and the hero not a hero at all (but just some idiot).",0,39
7723,"could not get my dog to wear it: i tried everything but he hated it. it was a no go. even though i set it to a snug fit, he kept pawing at it until he was finally able to get it into his mouth and chew on it.",0,49
7724,"no: these products are a great idea in theory, but in reality the dog isn't able to pant like it needs to and it is very uncomfortable for them. not a good idea.",0,33
7731,"it's a fake: the collar actually works fine but it's not a halti. it's a 'holt"" looks and works the same but it's not a halti which is what i was ordering.",0,32
7752,bad return service: i was shipped two when i order only one! the return menu did not have a selection that covered the return and i was charged shipping to return the extra item!,0,34
7796,"pleasent fluff: this was pleasent and satifying fluff. it's always worth while to watch baal's machinations, but it would have played better as an episode.sorry i can't say more.",0,29
7904,"amelie on acid: this pic reminds me a bit of amelie, but much better. amelie was cutsie and this is an action pic. unfortunately, the running does get a bit tiresome, though it is interesting for much of its running time.",0,41
7939,wrong book was deliverd: i received the wrong book in the mail. the right book needs to be sent. still need the right copy,0,24
42,alaska sourdough: read most of the book while visiting my brother in alaska. loved it. i am going to be making my sourdough starter soon. book is full of great stories and recipes.,1,33
58,"hunting the hard way: thia was a gift for my husband, who loved the book. it arrived on the date we were told it would.",1,25
84,voices from the farm: i have a copy of this book and love it and can't wait til the revised version comes out in a few weeks,1,27
87,"comfy,warm.. but run big: just like the title says. warm, comfy but run a size too big. i don't wear them out as they are just for lounging, so it's not that big of a deal for me.",1,38
94,"thank you for releasing it!!!!!: i loved this movie as a kid and i am so happy the powers that be have decided to release it finally! if you want to see a great 80's movie, this is it!",1,39
100,textbook: book shipped quickly and was in excellent condition as stated. easy transaction would buy again,1,16
109,you need a good memory: i play this with my grandchildren. it teaches us both the value of a good memory and is challenging for all. you sometimes miss the most obvious. lots of fun--tic tac toe with a twist!,1,40
113,"hours of fun for my 4 and 6 year olds: we purchased this game a year ago and my girls still love to play it. lot's of activities, they love to decorate the floats and watch the parade.",1,38
127,one of a kind book for timber frame building.: my husband loves this book. he said he has learned so much and that this was the best book to learn how to build a timber frame house by.,1,38
129,hanford mills museum: my friend is a master carpenter and he saw this book at a recent trip to hanford mills museum.he is an avid reader and loved the book so much that i am inclined to read it as well!! enjoy.,1,42
133,"a very good how-to manual.: if you are expecting a book full of glossy sharp pictures, this is not the one to buy.a lot of drawings and bw pictures that inform what they need to. this is a very good manual for those who want to venture in a timber frame project.",1,52
135,great graphics!: 2006 coast to coast for pc is great! the graphics are awesome... the game is what i had hoped for and a lot more!!,1,26
143,great gift: my brother in law was thrilled with the clarity and instructional commentswill be looking for more titles by her,1,21
167,"cute gift for a little baby: although i felt it looked a bit chinsy, the mother had it on her wish list and was very happy to receive them.",1,29
187,"mask maker: i liked the film it has what every horror likes in this type of movie the suspense,mystery,good and bad times,plus a shocking ending that makes you think that there is more to story, and plot was very good robert.",1,41
194,a book that is worth a second look: this book is great. it is very informative. it is easy to read and understand and has alot of pictures. i would recommend this book for any one wanting to learn about chinese medicine.,1,42
205,"smoothing serum: the product is wonderful for my hair which is very curly and tends to be frizzy. smooths it and gets rid of allof the friz. use it once a day, even in damp weather",1,36
238,"daughters of darkness-the best: i've read all of l.j smiths books up until thehuntress,which of course isn't out yet,and ihave to say, that daughters of darkness wasprobably the best night world so far. i'mobsessed with ash,and mary-lynette was just awesomeanybody and everybody must read this book",1,46
243,it was great!!!: i like it. it was very cool to read about vampires and other legendary cratures of the night.,1,21
251,grandson enjoyed maybe 20 times!: fine. boys and the toys or trains i forget how many times kids can watch a movie and then watch it again,1,27
269,"dockers do the job.: this product was just what i was hoping for, and i had no problem with shipping. i highly recommend this product.",1,25
307,"short book explaining love and logic: at first i was disappointed that this wasn't a longer book, but then i realized that it is great to give away to curious friends and parents as an introduction to love and logic. i just wish it was a little cheaper.",1,48
308,"book review: this is a book for all parents or parents to be, all people thinking of having children. love and logic is a program to help you be a more effect parent, raising responsible children. it can also be used on co workers and the rest.",1,47
312,"excellent - very useful: i find this book highly useful as a desktop reference for just about anything html/dhtml related. in addition, powell does a great job of introducing topics that may be new to some people, like xml.",1,39
318,keeps me healthy and i am not allergic to this brand.: i like the solaray brand. i am not allergic to it. vitamin d-3 was recommended by my doctor. the vitamin d-3 keeps me healthy.,1,35
334,awesome: this is probably the best essay i have ever read. it has defined my political reviews still today. it's a work of true romanticism.,1,25
351,"intriguing story: while i don't consider it the best of ms. feehan's books that i have read, the scarletti curse is an intriguing story that is very solid. the protaganists are believable and interesting. if you like ms. feehan's books i can recommend this one as an addition to your library.",1,51
352,"amazing: i loved this book. heart pounding romance and action, keep you going though the whole storie. i say this is a must read!",1,24
360,"great reading: christine feehan does it again, for all of you that have only read this one book by her, i strongly suggest that you read them all!",1,28
364,"very good: just as promised, worked well for what i needed. i have some old 8mm tapes and needed a camcorder to play them back on and this fit the bill it also had the usb streaming so i can now transfer them to dvd also the shipping was quick and package great for protection.",1,55
365,"great for the money: the picture on this camera is good and it needs very little light. however, the colors are not quite as accurate as i had hoped for hi8. perhaps digital would have been better, but the price was a factor. i shopped around and found amazon had the best price available.",1,54
370,"good deal and fast shipping: i bought this book used and it was in very good condition. also, i received it within a week, which was nice.",1,27
372,"review: this book was a bit more difficult to follow, in my opinion. i was lost toward the end. but patrica is an awesome writer! i'm sure the problem was me, not her writing.",1,34
373,love scarpetta: you have to love the scarpetta series by cornwell. this is an excellent story full of suspense and humor.,1,21
381,"still loving scarpetta: i could not give this book a full 5 starts. for whatever reason, the book seemed to ""bog-down"" and i just wanted it to end. i will continue to read the series, but this one was not my favorite.",1,42
384,cruel and unusual: the book was excellent. i was barely able to put it down. i love the kay scarpetta series and am excited when i get to read more.,1,30
387,very nice book: i really liked this book. it is a page turner for sure. i would read before i went to bed and have to force myself to find a stopping point.i think that patricia cornwell is at her prime in this novel.,1,44
414,gift: i bought this for a christmas present for my son. it arrived in perfect condition. he loves adam sandler and collects all his movies.,1,25
427,"very inspirational: so i just watched funny people. for a movie that has an all star cast, it was a great movie. if you want to see a movie filled with laughs and a good story pick this movie up. i promise you won't regret it.",1,46
429,the rabbi's cat is the cat's meow!: this book came highly recommended to me by my rabbi's husband. i was not disappointed! i think everyone will love this illustrated novel.jorma,1,30
446,good value: i love curve and this is a large bottle which make is a very good value. highly recommended.,1,20
448,"the best patricia cornwell's book: i have read all patricia cornwell's book, and i think ms. cornwell has reached her best in writing this book.suspense, mystery, new york, they all contribute to keep you awake until you finish the book.",1,40
500,"economics even you will understand: for all who avoided economics like the plague, this is the book for you.very informative, and gives the novice a good foundation of the subject... check it out.. next time you argue economics with uncle fred, you wont sound like such a dope",1,48
519,"a good libertarian primer: this book is a little outdated, and a little heavy on the libertarianism, but otherwise it's a very easy read, and i particularly like some of the stories it uses to present basic economic ideas.",1,39
535,chocolate delicious by body hottie: this book was delicious it was very interesting i never knew most of this stuff in thereit made me so hungry for chocolate and im a chocolate fanaticdelcious!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!even the book tasted good~~~ body hottie,1,39
538,tmnt soundtrack: i love the songs on this cd. some of the songs make me want to run fast and punch stuff.,1,22
541,"the art of chinese medical science: i read this book, it's a good source of information related to chinese medicine. i would call it an art of chinese medical science.",1,30
557,wow: this product does exactly what it says it does! the only issue is the first time you put it on it is pretty difficult to put on. the hook and eyes are stiff but once you do it a couple times it becomes much easier!! don't give up it is worth it!,1,53
558,"great!: i enjoyed this waist cincher! it corrects my posture, and makes me look slimmer!however, i think it stretched out a bit... or i lost some inches!",1,27
560,"great: provides great support and slims me down by 2 inches when i wear it (i ordered a size small). the size chart is very accurate, it fits like a glove.",1,31
581,really love it.: does the job and i feel the tightness. thanks for making a change that is a big difference for me. i would recommed others to buy it.,1,30
591,works great: bought it 3 months after pregnancy with twins. i had gone down to my pre-pregnancy weight but my tummy was still not firm. used the belt and reduced the waist to pre-pregnancy size after wearing it 8 times.,1,40
601,"squeem: i like it because it came as i was expecting that , and really helped to save money compare to other stores",1,23
641,squeem: love this product. i wear it when i am doing my cardio to help with weight loss. it is true to size.,1,23
645,a must have...: this is a must have if you desire a smooth look in shirts and dresses. it also offers great support for your back. it is perfect for everyday wear.,1,32
658,love it!!: it was everything it was advertised to be. i'm going to get another one!!! got so many compliments at the party that i wore it to. made my outfit look really great!!,1,34
659,very good: this product is awesome. it hide all your secrets. i would recommend this product to all women and men. i will buy product again.,1,26
660,"it worked for me..: thought this was not going to fit because i am a 44"" currently and i only ordered xl.. like it very much",1,26
668,awesome!: this cd is amazing. i am very sad that 107.7 the x in birmingham is no longer. they made a great cd to benefit a great cause.,1,28
681,"ten gold bananas for gorilla: ten gold bananas, two thumbs up and hurrah for gorilla! what a wonderful book. it was a pleasure to read! if you just want to get comfortable and enjoy a book-this is the one i would suggest.",1,42
721,great reference: the book was good. kept my interest. in no way am i finished reading it. it isn't a book to read from front to back. the information on each herb is detailed. great reference material. it was a good addition.,1,42
744,"awakening.: this book is a masterpiece of not only american literature, but of world literature. reading this book was the experience that showed me what good literature is. this is easily in my top three along with fahrenheit 451 and the adventures of huckleberry finn.",1,45
750,love it: book is a great read. intriguing from start to finish. cant find anything wrong to say. would reccomend for beginer to advanced readers.,1,25
752,"a classic: i loved this book in high school, and i love it now. a tale of a strong woman that doesn't let society bring her down.",1,27
754,"decent book, but definately not hanry david theraou: it was a good book to read given that is a classical in american literature but i much rather like theraou's book walden.",1,31
757,"it's great.: this is the great and very interesting book to read.so for your great experience, pls. try it as soon. :-)",1,22
758,"the scarlet letter: the book was wonderful and in good condition. i purchased it for my daughter, who is in highschool. the book arrived around the time it stated it would. above all of that the price was great.",1,39
764,a well written book!!: the scarlet letter was an great book in that it kept me reading. it was not boring. it had sense to it. it has alot of symbols in it that makes sense and has a purpose instead of just being there.,1,45
771,wonderful classic: i enjoy this book very much. it is a timely classic with which i am happy to now have my own copy.,1,24
776,great: great american classic that you can get for free on kindle. i was supposed to read this back in high school but wasn't not interested at the time. but now with the benefit of age i can really appreciate it.,1,41
778,classic tale: loved this book as well. the movies as always stray from the book- i was pleasantly surprised and taken in by all the characters.,1,26
784,the scarlet letter is a really good piece of literature: i thought that the scarlet letter was a great piece of literature and was a brave step for hawthorne to take in this book during the time he wrote it. i would definatly recommend this to other readers.,1,48
790,a must read: everyone needs to read this classic. an amazing look into the piousness of the early settlers. i really appreciated it a lot.,1,25
794,"good: this book seemed to take awhile to get to me but it still came within the specified time frame so, all's well i guess, and the condition of the book was quite acceptable.",1,34
798,"a fascinating look into another time's mores: of course this is a classic of american literature, and, to my mind, with good reason. the story engages and puts one in the time. it requires a modern reader to stretch, but the exercise rewards.",1,43
812,"incredibly engrossing: i absolutely loved this book, it was so engrossing, could not put it down. hawthorne has wonderful descriptions, it is a fascinating time in history and he brings it alive. a flawless book.",1,35
834,its as if i were reading the book itself.: i got the auido book cuz i didn't have time to read the book for my english report and exam. i listen to it for one week and did a great book report and did great on the final exam. i did better listen than reading.,1,55
875,"wonderful: once you get past the language barrier, this book is an amazing read. to see the tragedies that some women went through at one point in history is a great thing, and to remind us never to let history repeat itself.",1,42
880,a book value: the classic book that is read by virtually every high school student in america ; and at a bargian price,1,23
903,dual language- selections from don quixote: i have found that this is an excellent tool for vocabulary building. i am able to understand the meaning immediatly and hope to continue buying dual language books for this reason.,1,37
907,100 times better than the first: this is the best movie since monsturds no wait this movie is better than monsturds even. you will not find a much better than this film. the first film wasn't even close to as good as this 5 stars way up for an excellent come back!!!,1,52
915,"great warming dish: i love this dish. i try to keep from microwaving my baby's food, so i put really hot water in the base of this bowl. it warms my baby's food (even food from the fridge) and keeps it warm. as another reviewer said, the dish is very difficult to separate.",1,53
949,awesome: i have been a huge adam sandler fan for years. i love this movie it makes me laugh so hard. i would recommend it to anyone who wants a change from the same old same old holiday movies. two thumbs up:)),1,42
965,"the only boots my husband will wear: these boots are very well made. my husband wears them for work and he loves them. they hold up well even with every day wear, got a year+ out of the last pair. he also says they are very comfortable.",1,47
980,"love kidkraft: i love this desk! in fact, i have two! one for my daughter and one for my son. they are beautiful, flawless and go together easily. they are sturdy and should last a many years. so happy with this purchase!",1,42
985,if it's good enough for popeye...: i always keeps a can of this fine product on me person. you never knows when some palooka wot ain't on the up and square is gonna need to be put in his place. it always leaves ya strong to the finish.,1,48
1014,"psychology class: the book is well written and very interesting. i don't mind reading it unlike other textbooks. was a little nervous about it not getting it in the mail before my class started, but it did get shipped and delivered right on time.",1,44
1030,"great cd: i would definitely recommend catch without arms to anyone that is a fan of alternative music. some of my favorites are: catch without arms, zebraskin, and hungover on a tuesday. you owe it to yourself to pick this one up. 5 stars.",1,44
1042,heart is awesome!!: i absolutely adore heart and hadn't heard this album in years! i actually purchased it for my mom and it hasn't left her cd player since.,1,29
1054,"good. kind of corny.: good book, kind of corny (who am i kidding, it was real corny after the first half). i like it.",1,24
1066,"oldie but goodie: i still enjoy this cartoon as much as i did when i was a kid. the message is still a classic, and the music is timeless. a great way to turn back the clock and experience a simpler time, if only for 20 minutes.",1,47
1071,love this movie: i grew up with this movie and was happy to find in on a dvd. glad to be able to get it at a good price,1,29
1072,a charlie brown christmas [vhs]: this product completely fulfills my requirements for its ease of use. it provides the accuracy i require. it is entirely recommendable.,1,26
1080,charlie brown christmas: i ordered this for my grand daughter with the hopes that she will fall in love with peanuts and snoopy and she will want all my collectibles someday!,1,31
1082,great buy: i was looking for clarity and a picture that would completely fill my hd television screen without manipulation. i found it with this dvd and couldn't be happier.,1,30
1085,the best of charlie brown...: what else can i say? all that love cb should own this dvd. i love charlie brown and this is a true christmas classic.,1,29
1089,merry christmas charlie brown: one of the best christmas movies ever made the story is so true about everyone forgetting the real meaning of christmas. i have the book and the movie and you can watch it all year i never get tired of it.,1,45
1090,great christmas classic: i loved this movie as a kid and still enjoy it. with the remastered deluxe edition the color is great.,1,23
1092,good movie: this is a classic and always good. i used it for my students in class as charlie brown never goes out of style.,1,25
1098,"this is a christmas classic for all ages: i have watched this wonderful movie every year since i was 8 or 9. it never fails to get me and my family in the christmas spirit. no matter how many times you watch it, you never get bored with it.",1,49
1099,"great christmas classic: i used to watch ""a charlie brown christmas"" every year as a child and now my kids love to watch it. even now, i'll sit and watch it with them-anytime of year. more importantly, this christmas story emphasizes the true meaning of christmas-something i'm happy to have my children watching.",1,53
1102,a charlie brown christmas: what can i say that hasn't been said already? this is a classic....my 4 yr old granddaughter saw it for the first time and fell in love with snoopy.,1,33
1109,"a charlie brown christmas: this movie is awesome! it comes with bonus footage, and it arrived so fast! it was my first time using amazon and i would definitely recommend it to anyone looking for a product they are having a hard time finding in stores.",1,46
1112,clean: excellent copy and shipped fast. this is one of the books that i have been waiting to read. clean book.,1,21
1135,works like a charm: the only feature missing from the apple version of this is the light in the plug tip that confirms it is seated well and shows the charging status. i can live without it for the $70 i saved.,1,42
1145,"good, cheap product: this product is about half the price of that offered from apple. it does not have a charge light, but for me it isn't worth the price. product charges the battery, which is all i am looking for.",1,41
1213,nice product: works very well and at a very reasonable price. it is built a lot stouter than the apple power supply it repaces and at less than half the cost. you might miss the light on the plug but it work fine witout it. i doubt that the light is worth an extra $50.00.,1,55
1218,works well: this charger is just what i needed to replace my apple charger and it costs a whole lot less. the only recommendation is that you make sure to plug it into a surge protector as there is no third-prong ground on it.,1,44
1229,"charges: this charger works great and charges as well as the apple product that costs twice as much. i miss the green and orange light at the end of the plug, but this one does have a blue light indicating it is plugged in.",1,44
1231,"good but not great: most of the characters were annoying in this book. i do like how each one got a chance to tell ""their"" side of the story.not one of her best but still made for a pleasent read.",1,40
1284,infrared massager and heating device: i received the product in a timely manner. it was as advertised. i have used it a number of times and it works well although i haven't gotten the results from it i had hoped for. no fault of the seller or the product though.,1,50
1310,plain and simple: a women's journey to the amish: this book arrived in a short amount of time and was in very good condition,1,24
1317,everyone should read this book.: i first heard sue bender on npr talking about her amish experience...i was enthralled with it. later i found the book and read it start to finish in one sitting. as i read it i kept thinking i wanted to buy a copy for all my friends.,1,52
1343,"guide to owning a burmese cat: feeding, grooming, health, handling, exhibition: this book is a great starters guide to owning and basic understanding of the history of burmese cats. useful basic information on care, feeding and breeding.",1,37
1345,"very informative, good read.: i purchased this book for a class, rather than for enjoyment. that said, i found the book to be very informative and relatively easy to read. of the two textbooks that i purchased, i most definitely prefer this one.",1,43
1364,great singers some not associated with mozart. good sound: i recall this recording on lp in the early fifties. it conveys the humour and genius of mozart with great singers although other than steber they were not previously identified with wm.,1,41
1379,nice print: a bit small then i would like but it was nice. got it for my son's history class and it worked out great,1,25
1419,"dolly parton - the grass is blue: this is a great cd, especially if you like bluegrass music and dolly parton. what a fantastic combination!",1,25
1421,"essential dolly parton: dolly has described this cd as her ""blue mountain"" cd. part bluegrass, part mountain music. this is as good as it gets. dolly never fails to deliver and if you are a dolly fan or a fan of good music in general, you will not be disappointed.",1,50
1441,"a fun-filled fantasy adventure: ""castle"" is a wonderful book for children who have short attention spans. it provides adventure and re-affirms the laws of chivalry.",1,25
1442,"very fun book: this is a fun book because it is about life in a diminute world sharing times with knights, servants, other different people and alabaster, the small world wizard.",1,31
1444,"one of my favorite books as a kid.: this ought to be required reading for every boy or girl between the ages of 8-12. enjoyable, readable, exciting, and above all, heart-warming.",1,31
1452,i liked it: i love the way elizabeth winthrop describes his emotions about mrs. phillips leaving. it was exiting and i couldn't put it down!,1,25
1453,"an incredible piece of work!: this book, by elizabeth winthrop was one of the best books i've ever read. it was a real page turner! the end of every chapter left me wanting to read on. if you love fantasies too, i strongly recommend you pick up this one today!",1,50
1479,welcome to 1059 baseball!: this is a great book that will give you insight on what major league baseball was really like in the late 50's,1,26
1525,fast and in good shape: it came to me pretty fast and was in good shape when i opened it. very happy with it. thanks,1,25
1528,"read this book!: this is one of my favorite fishing books. i'm reading it now for the third time. it's about a lifestyle that would make most of us jealous. if you enjoy surf fishing, then this book is a must.",1,41
1603,the best live harmony you can get!: absolutely the best in harmony from a great group. the live performance is one of the best and really brings out their strength as performers and entertainers.,1,34
1628,"super cool: if you're a muffs fan, ya gotta love this incredible collection of outtakes, rarities, covers and whatever. sure, first time muffs buyers should pick up the first or second album, but this one is great if you're already sold on the band.",1,44
1655,"you need to listen to their first cd: ok i admit that this cd isn't the greatest for charlie mars, but their first cd is really good and its called broken arrow and i love it. if you aren't from the south then don't even bother listening to this music.",1,50
1672,"you'll love saint martin!: although it may be written as a ""child's book,"" any adult who reads this book should come to know, appreciate, and fall in love with st. martin de porres. i have recommended this version of his life's story to many people over the years. i love it.",1,51
1687,gift for son: this is the same set we have had for twenty five years. its reasonably priced and i hope it lasts as long as our set has.,1,29
1689,just what i was looking for!: i was looking for a simple set of fireplace tools and this is just what i needed and fairly priced.,1,26
1693,"fireplace set: great product. my husband loves it. his old one was all rusted and well used, so i was very excited to find this one (especially for the price). nothing special, very basic, but works fine for in his manstand at the farm.",1,44
1716,great book!: this is a great book. i had a mortgage broker look at it and he thought it was a good program--the only drawback he saw to it was that it would take discipline. by the way don't pay $80 for this book from 3rd parties. go to the author website[..],1,52
1725,"a fun read!: a quick, light-hearted read that kept my attention from beginning to end. not the kind of book i usually read, although i'm glad i took the time to give this one a whirl. definitely good for a few chuckles.",1,42
1729,"outrageously funny: this book is laugh-out-loud funny, a great read and romantic enough to keep me turning the pages. i couldn't put it down!",1,24
1755,"zen garden: my zen garden came on time and exactly as described. i like it, but it really only is a tray with sand. get this product if you want a nice zen garden. if you want to have something to help you relax, get something else, there are better ways to cut loose.",1,54
1760,"exactly what i was looking for: i was buying this as a gift and i was looking for a zen garden that was big enough to be a decorative piece for a table, but small enough for an end table. it was also a very good price. i was very happy with this purchase.",1,54
1761,"awesome for those who love the beach and sand!: it creates a calming atmosphere yet allows you to dream of the beach,the sand is a tad dusty though.",1,28
1783,gun digest: the book was bought as a gift for my brother. he likes it and we were very pleased with speed of delivery and service.,1,26
1789,excellent product: i used this for taping while we were opening gifts for christmas. the remote features are great. this product makes video recording easy and fun.,1,27
1803,patricia's secret: i had been looking for this book for years. i read it as a child and wanted to have it. thank you so much for a great vintage copy!,1,31
1806,ninnia: this monitor is great. the service i got when i order was fast and great. i would order again.,1,20
1836,very good product: great product. i gave this product to my son and i feel much better that he and his family are safer from carbon monoxide. thanks.,1,28
1840,does the job: i just plugged it in and it's on the job. perhaps it would be more assuring if it had a digital read-out of level of monooxide in the air.,1,32
1850,the truth: this book will take you to another uncomfortable space where your believes and ideas of spirituality will change. change is necessary if you want to know.,1,28
1853,"pretty straight-forward: this was one of the very first things i crocheted. the gusset was a little confusing until i realized the gusset illustration was in the beginning of the booklet. my socks came out great and my mom is already asking for a second pair, so i'll probably try a different style.",1,53
1865,"radiator replacement: the radiator cost half of what it cost at parts stores.so far no leaks except a rubber stopper they use was thin,cracked and leaked.i had a feeling it would so i carried a spare $1.00.i do recomend this product anyway.the shipping was prompt,with no hassles.",1,47
1875,old time magic: this is a old movie that shows how they did it years ago you can get lost in it and enjoy it verry funny a must see,1,30
1892,good showing of tibetian medicine: my fault that i did not know that this was in tibitian and had subtitles but the content is good and interesting to see in actual clinics and business in tibet.,1,36
1897,the knowledge of healing: a good video but it did not have enough information that i could use with my clients.a helpful overview of what is possible,1,27
1921,"great movie: bought this item for my son and he loves it!!! i ordered it for christmas and was a little worried it wouldn't make it to my house in time, but to my surprise it arrived very quickly!!",1,39
1935,"art book: i was happy with the book on how to draw but it is for an older child. i'm sure our granddaughter will be able to do the drawing, just not the reading. we will need to help her.",1,40
1941,"listen compute rock home: i received this record as a gift and have listened to it over and over with my friends at school. many of the items are great for kids, but my friends and i love the psychedelic music and sound effects. my current favorite is ""army ants in your pants""...very imaginative!",1,54
1951,"great find: after long search for translation of montale's poems, this bilingual edition was perfect. book was in perfect condition and arrived at exactly the announced date.",1,27
1963,my 7 year old daughter loved being batgirl...: the costume was perfect for my daughter and the best part is the costume came with every thing you need to be a very adorable batgirl. the quality was good as well.,1,40
1969,"batgirl was a christmas hit!: my 3 year-old niece loves to dress up, so we got her this costume for christmas. she loved it and spent the rest of christmas vacation wearing it.",1,33
1971,"good for the price: my daughter loved the styling, loves being a ""super hero."" we got this on discount on the offseason, so it was an extremely good buy.",1,29
1982,awesome costume: this is a great costume. all the extra pieces make it really great. this is one of our favorite costumes.,1,22
2019,"for those who like only the best !: mr.flusser is a man of style and classical elegance...if you are looking for a book which will take you into a journey among the best - and most expensive- brands and shops of men'swear, don't hesitate buy it !",1,47
2057,"good book on eastern front luftwaffe: i learned a lot about the eastern front luftwaffe. it is as much a study in the personalities as it is a history, strategy book.",1,31
2070,"intro to geography: people, places, and environment (4th edition): i used this product for my world geography course in college. a decent text book and a lot cheaper than what the college store was asking for. a few typos and a few wrong facts but other than that a pretty good text book.",1,53
2072,quick service!: i ordered this book for school and expected to get the book within a few weeks. i received the book less than a week later! the book was in the same condition that was listed. i would recommend this seller to anyone needing textbooks at a good price.,1,50
2073,"mercer mayer books: all 3 of my children, ages 25 to 13 have had the mercer mayer books and loved them - i am now buying for my 3 year old grand-daughter, and she too loves these. i think these are a must for every child!",1,46
2107,"great value: i got this for 40 something dollars and it was a great vale for my pocket, plus the great pic quality",1,23
2113,great: my son just started getting into superheros and spiderman was at the top of his list. i found the triology on amazon right away and at a great price. the movies arrived in very little time and in great shape. i love amazon and will always continue to shop here.tiffany,1,51
2116,spider-man - the motion picture dvd triology: this item was a gift and i am basing my review on the three movies which i have seen.,1,26
2120,"light, tasty and healthy: great taste, although a higher in calories than some of the other cereals and good in folic acid and heat healthy.wonder why it is not available at the local grocery stores?",1,35
2131,"camcorder cable: this is a must have cable if you're going to transfer your videos to your computer. sony does not supply the cable with its hd camcorders. if you edit your videos and/or make dvds, you will need this cable.",1,41
2140,good: good why would i want to keep writing writing and writing while all i wanted to say is good. strange.,1,21
2167,"perfect christmas gift!: very happy with purchase. item was shipped fast, nicer than expected and the price was very reasonable. ping to be a nice christmas gift.",1,27
2189,"this book is great! get it now! don't hestitate!: this book was wonderful and enjoyable, just like all the other night world books. i was so smitthen with all the books that i even composed a poem on it.this book is greatguranteed to make your eyes go redreally, i'm not lyingyou may even go swimming",1,55
2190,"pretty good: i've read all of the night world books, and this is a great book, but i must say, it's not l. j. smith's best",1,26
2255,awesome.: what can i say about this album that hasn't already been said? nothing. awesome album on every level.,1,19
2298,who said bernie cant sing?: this is bernie taupin's second solo album and it is excellent.from the rockers born on the fourth of july to his smooth ballads venezuela and love(the barren desert). this is a great album for anyone who has followed elton and bernie's career.,1,47
2307,great: insert the cd and listen to the first track. this is everything nightwish is known for. any fan will love this album,1,23
2328,a great documentary: this documentary tells you the relationship of lewis carroll and alice liddle. and also tells how alice in wonderland was created. this was a very intersting documentary. if you have not seen this movie then i recommend you do,1,42
2333,a winner!: one of my all-time favorites in a listening history that ranges from the beatles and motown in the 60's to the present. i can still listen to it over and over and over...it never gets old.,1,38
2351,"purple and gold: i love this album. just when you think you've heard everything in the celtic meme, along comes a cd like this that is new and exciting.",1,29
