txt,sentiment,num_of_words
broken :(: on my 2nd batch of bone treats for my dogs the middle size bone snapped open :( bummed! i read all the reviews and i was very gentle while pressing....very cheaply made but are able to get the job done.,0,42
"the author should be ashamed!: i thought joyce christmas foisted a pretty lousy book on her readers with ""going out in style,"" but ""a better class of murder"" has to take the prize for being one of the most contrived, ridiculous and unbelievable plotlines ever conceived--one in which the murder is almost an afterthought to the list of restaurants, clothes, etc. it's pretty clear that joyce christmas has either lost her creative edge, or has found what she considers a good way to sell a few more books to unsuspecting readers...but she--and her publisher--ought to be ashamed! do yourself a favor and skip this ...!",0,105
"bought and returned 2: i had hoped this would work as it looks nice, but that is not the case. the first one i bought: one of the bars was threaded incorrectly, so it wouldn't screw onto the white piece. the second one: once put together, i hung on the door but now the door won't shut due to the top part that goes over the door is not laying flat. besides that, i also don't like the back of the rack, i have only hung the rack on the door long enough for one shower (with the door open since it won't shut with it on there) and it has scratched up our door.i guess i am still on the hunt for a good over the door towel rack!",0,130
wow: i have thrown out several deep-fryers but this one is a keeper. it heats fast and reheats fast and i love the fact that in drains and filters the oil after each use. i also love the ease of clean up!!! best by far of all the units i have used.,0,52
"not needed: all you need to scrub cast iron is cooking oil and salt. just make a paste, maybe 1 tablespoon salt and a teaspoon of oil and scrub it around with a paper towel, rinse well and dry throughly. it helps to keep it seasoned also. i saw this tip on the martha stewart show years ago and my skillet still looks new.",0,64
"warning warning pure junk!: i bought 2 sets of 4 ohms versions speakers thinking that the postive reviews where right (more postive then negative) and boy was i wrong. lets start off i had them hooked up to a infinity reference 475a amp that produces 75 watts rms x 4, the amp was half way up, i would say 37.5 watts rms x 4, three days latter 1 was toast, in the next 2 days one kept losing the tweeter, i took the door apart to find the tweeter came unscrewed, i went to screw it back in after peeling the sticker off the back of the speaker to find the screw, it was stripped out then i had a problem with the back one 2 weeks latter it only worked when it wantted to i soitered wires to the terminals, so i knew that was not a problem, now i had 1 speaker working, but removed it to start over, they sounded like they cost cheap, ive been doing this for 14+ years in many cars and trucks and tried to go cheap and got burned! do your self a favor and spend a little more now to save you latter.",0,202
"worst editing i've ever seen in a mass-market publication: i have been eagerly awaiting this series in kindle format and now that i've got it i wish the publisher had waited a little longer and gotten the job done right. typographical problems like ""96 the nonborn king"" appearing in the middle of a paragraph, bad hyphenations, and mis-spellings are ruining the experience of an otherwise very enjoyable series of books. i read these in the mass-market paperback editions back in the 80's and there was nothing like this in those editions.i hate to give this one star when the story, including all the books in the series, deserves a 4 or 5, but amazon really needs to step up here. these typos and mis-spellings are present in the first two books of this series, the many colored land and the golden torc, as well. unfortunately ""torc"" is mis-spelled as ""tore"" more often than not inside the books.",0,157
"bad writing and worse directing.......: this is a sad, sad collection of mostly movies that never should have been made. the movies are full of politically correct platitudes, silliness, and cornball antics. the characters are all over done to the point of being totally unbelievable. there are some excellent actors in the movies, but the movies themselves are so bad there is little those actors could do to salvage the movie.this collection is little more than series of tedious and repetitious pontifications of mr. kramer's extremely liberal political views to the point that the movies become predictable, boring, at times offensive, at times silly, and generally unentertaining.save your money. this is collection no deal at any price.",0,117
bad translation: an awful translation. a reprint of the original book with the title intact would have been much better than this attempt to render it in english. worthy to have if you own a collection.,0,36
"disappointing....: six years ago i was introduced into the world of science fiction. a friend lend me several clarke books (rama series, childhood's end, and the first three odyssey books). i loved the odyssey books, although there were some inconsistencies, the serie in general was really good. for the next six years i waited to read the book that'll end this great series. maybe the anticipation, made me hope for something better, but 3001: final odyssey was really disappointing. i expected something better with which the odyssey series would bid farewell to the fans....",0,94
"old and dated, overhaul needed: i first saw this movie on tv in 1986. i must confess that i thought it was the funniest movie ever. maybe it was because i was 18 then or perhaps back then anything with sex and teens with humour sells. i had the opportunity of seeing porkys again in 2001 with a my 18 year old nephew. sad to say, the movie held up poorly over time. neither of us thought it was funny. i was especially embarassed as i had recommended it so highly. the acting was awful, situations contrived. i must say that american pie is a much better movie.",0,108
"x2480 - does not workj: i have a lexmark x2480 printer.warning, does not work with x2480 printer even though the printer test says it does.....beware if this is your printer.",0,30
"not the right size: the site said that this was the right filter for my car - year, make, model, etc.. however, it was about 1 - 2 inches too long. i was able to make it work by forcing and compressing, but definitely not optimum.",0,46
"a waste of time.: as a fan of william bernhardt i am sorely disappointed. i've enjoyed tremendously other titles by him and was expecting, if not a flawless book, at least one that would not stretch my easily stretchable credulity past the breaking point. it's a silly book. i'm grateful i checked it out from the library.",0,57
"..it's just the hype: very weak vocals, very good beat. if the vocals were great it would hae been a great album.",0,22
frustrating toy: i'm surprised this toy gets as many positive comments as it does. the fact that the selected song stops playing as soon as the ball is moved is very frustrating for my baby and me.maybe we'll both like it better when she's older (she's 16 months and got it when she was about 10 months).,0,57
"not serious at all: this isn't a serious scientific book. it's not even close. yes, it's billed as that with the science tackles the afterlife subtitle but you probably need to think about penn and teller's showtime series. it's more along those lines. it's not supposed to be serious but it's not funny either. so i'm not sure where mary roach wanted to go with this book. it's awful. she uses google as her sources but yet she attempts to tackle a serious subject and speaks to serious people. not sure. just didn't enjoy this book. i doubt i try another one of her books even though friends have said that stiff is better. i wouldn't recommend this book to anyone.",0,121
"sugar cakes: this baffles me. they call it a ""meal replacement"" bar, but there's enough sugar in these to make a big wedding cake. this isn't a meal replacment bar. it's an appetizer with 50 table spoons of sugar. so you get a little protein and enough sugar to ruin any health benefits.",0,53
"not very accurate: the mechanism inside the step counter is ""loose"" so any movement adds steps. also, the counter is on the side, as opposed to the top, and is difficult to read when you're wearing it. for the money - it's not worth a second look.",0,47
"be wary of these discs: while i'll admit that the price is right: $100 for 100 discs and that the printable surface is superb using an epson r300 direct to cd/dvd printer... i've had many failures burning a full dvd with this particular brand. my other burns that only make use of 25 to 50% of the disc were great, no problems. it's just when i burn a dvd that has about 4.36 gigs on it that problems arise, with skipping, stuttering and sometimes complete failure to recognize the dvd from both my computer dvd drive and my set-top dvd player. in short, i can only recommend this brand if you plan on not using the outer tracks of the disc because i surmise the dye on the outer portions of the disc media is not consistent and will lead to burn and/or read failures.i recommend tdk brands at this time over memorex brands.",0,154
"does not work: it says works on most household ant types, but i see ants walking to the edge then apart. obviously they are aware of the flavor. so disappointed.",0,30
"dr. speare, please look up the meaning of investigation: this is one of the worst books i have ever read about jack the ripper and i have read many. he makes so many mistakes with basic facts that i can't believe he knows what the word investigation means. i am sure he fancies himself an expert on the subject, but this book proves two things:1. a person with a little knowledge can do a lot of dmamage. please do not make this the first book you read about jack the ripper!2. anyone with enough money can get anything published. i strongly suspect this is why this book exists. any real publisher would have thrown it in the bin where it belongs.",0,121
"first, buy a set of ear protectors and a lot of aspirin: this thing shrieks at a decibel level that could probably kill a small animal. unfortunately it doesn't actually clean that much. brushes go around pretty good but the vacuum doesn't seem to really understand its job.",0,48
"feels poor quality, be careful of short length: the length of this item is not properly advertised. it's less then 5 ft so you have to place your wii near your a/v receiver.the overall quality of the cable feels cheap, but i think you get what you pay for. i'd buy a better cable if i have to.",0,58
something missing: i think my mind must have been going through an eclipse when i purchased this movie. there is hardly any substance to the story. the eclipse phenomenon isn't very realistic either.,0,33
"proves the theory...: great sidemen don't always make great composers. jan garbarek is a brilliant contemporary saxophonist. his body of work playing with the likes of keith jarrett, charlie haden, ralph towner, art lande and other ecm artists is simply stunning.but ""visible world"" can only be described as a collection of banal kenny g. new-age cliches. what happened? perhaps jan wanted to go after some of that big kenny g. cash? or maybe, absent the collaboration of other great musicians, garbarek's creativity left him? either way, this cd is beneath him, certainly not a reflection of his prodigious talent. skip this, and instead savor some of his most amazing work on keith jarrett's ""personal mountains"".",0,115
"disapointed: the books came eariler than what i was expected, but i was disapointed.because there is no cover, so so condition. but it was written on it.maybe, i did miss reading condition of the books. but it was poor quality.",0,40
"same formula, no shift here: polar shift is an incredibly formulaic book, with quite a few borrowed plot points from other generic adventure-action books. entertaining at times, but very generic, and sloppily written, as if the authors had to crank out yet another novel before the deadline. very little labor of love exhibited in the writing, i felt like the authors were just punching a time clock to collect their pay.",0,71
"what a disappointment!: i've liked or loved all of the pulitzer winners i've read. i bought this book because it won the prize and expected to at the very least -- like it. sadly, i didn't like it and had to force myself to finish it. i hung on only because i knew it had to get better. and, it finally it in the last 20%. but, not enough to redeem the first 80%.",0,74
"lost in watching this worthless piece of ....: if you've had trouble falling asleep, this is the film for you. i hav'nt seen a film with this much action since andy worhals empire state building. i've worked in tokyo under similar circumstances and had an exciting and eventfilled experience. these principle characters come off as a couple of dull folks from the usa. why all the fuss about this film? somebodies pockets must be getting lined. and i'm a big bill murry fan. i'd rate this film 0 stars and 5 zzzzzs.",0,92
"not a real hitachi: i've owned a hitachi before, it's amazing because it's powerful.this thing isn't a real hitachi, didn't come in a hitachi box, doesn't look anything like one and is about half the power. a cheap knock off - nothing more.i noticed another reviewer mention a similiar issue, but since they were the only one, i wrote it off. sadly, i am now the proud owner of a plastic piece of crap.since it came from china, the return shipping would cost more than the item itself. buy from someone else - this seller is a rip off!!!!!!!!!!!",0,99
"the ""ed wood"" of esoteric literature?: if gurdjieff's intention was to create the most abysmal and shockingly bad book in the history of writing, he succeeded on a scale that can only be described as gargantuan. the painful sounds that emanate from his ham-fisted attempts could only be endured by those with an absolutely tin ear for language, or those possessing the glazed, all-forgiving brain of the hypnotized zealot. there's a reason for gurdjieff's endlessly convoluted style -- if he presented the useful information in a concise and lucid form, this massive tome would be a mere pamphlet -- one that could not yield the ""fleecing"" he required to maintain his lifestyle. if you have had the misfortune of reading this entire book, you shouldn't feel bad about the money you won't get back. however, you should be outraged at the time of which you've been robbed.",0,147
"would have been good w/o the errors: if you read a financial text w/o checking the numbers, you wouldn't find the mistakes. this book has had too many, because i am checking the numbers. i had to cross reference this book with a financial accounting text b/c i kept thinking i was incorrect.all i have to say is take a look at pages 100, 101, 102 for great examples of the many mistakes. i am not happy.by the way, i picked up this book from a friend in order to gauge whether i would buy the new version. guess what i am not going to buy?",0,106
"i think i will by buying another cupcake book: i bought this booking thinking wow! with 500 recipes how could i ever want another book? i have tried 2 of the recipes (buying special ingredients from the grocery specifically for these recipes) and i was very disappointed. the cupcakes came out dry and course. i followed the recipe perfectly and i really don't think i will try another recipe. however, there are some really good ideas in this book. i really wanted to make the key lime cupcakes this weekend so i made white cupcakes from a box mix and then followed the directions for the filling and frosting from the book - they turned out great! i'm sure i will use some ideas from this book, but probably not try to make another recipe from scratch.",0,137
"great but?: this is a great printer for any use up to 8x10 photo production. the ""but"" in the review is the cost of ink and the fact that it uses a single cartridge. i run out of one color ink even with it set to a lighter setting in the printing menu and i am out of luck. the rest is wasted. the two sided printing is great ...particuclary with all these programs now having the 'manual' on the cd to print....",0,83
"mine exploded too: the first review notes that there oven's glass door exploded. the same thing just happened to me. i was preheating the oven to broil something and there was literally an explosion with the glass door breaking and bits of glass blown over 12 feet to the other side of the room.black and decker sent me a much more expensive model as a replacement but actually it is bigger than i wanted. unfortunately they didn't have any white models available other than the exploding unit or the one they sent me.i reported the incident to the consumer product safety commision. clearly there was a batch with problems as i got mine arount feb. 06, apparently close to the same time the other reviewer had their problem.",0,128
"poor performance: i have an aluminum model and i have not had any problems for years. i merely wanted an upgrade. i was skeptical of this model based on others reviews, and i received one of the bad ones. for whatever reason it just didn't work. odd as there are minimal parts, and i checked for obvious clogs, etc. and there did not appear to be any. perhaps it was the over pressure valve, etc.i went with another option instead, and wouldn't recommend this product, as i had to pay shipping 2x (initial and return) and it isn't worth rolling the dice.",0,102
"thermometer doesn't work but amazon does!: this thermometer didn't work. like another reviewer wrote - it stays at 40-45 degrees all the time. i wish i could give the product a zero but amazon 5 stars! the refund/return was so easy and amazon even provides the shipping label so i don't have to pay to return it. i got free super saver shipping to begin with so i'm out $0. this is why amazon rocks and i am a frequent customer. i rarely have any issues with amazon purchases. i am a loyal customer because i know that when there is an issue, they make it right.",0,107
"a grand tradition not well served: what, are the french murdering protestants again? claude goudimel, who died during the st bartholomew's day massacre, left a legacy of psalm settings that has echoed through music history. but hearing them presented as they are here, one would wonder why. the psalms are sung with one voice to a part, but the voices are unattractive, even repellant. i bought the disc trusting the three reviewers before me. don't do it. thank heaven the french have found interpreters of music from this period like niquet and visse, whose recordings can be heard with unalloyed pleasure.",0,101
"okay: when i got it, the top ball was a different color than the rest of the ring and had glitter in it. defeats the purpose of being clear.",0,29
"didn't work for me: this made my hair feel gunky, and i don't recommend it. maybe for other hair types or styles, it would work, but i'd definitely try it out at a salon before buying it.",0,37
"great bedtime music: i used to be such a sick fan of taproot, but then came welcome. basically i have found that the cd sounds like a softer sounding tool which is horrible. taproot's first cd was aggressive, innovative, and perfect front to back. this cd has one great song, poem and everyone knew that from the single. the rest of the album is so soft, stephen decided to scream about once every 3 songs, what happened. i seriously wanted to cry the first time i ran through this album, i wanted to throw up. i waited about 2 years for this disc and its so bad that i am not even anticipating their next release. the single worst follow up album i have ever heard. go back to your roots guys. people are going to go to the concert and have to wave candles in the air instead of banging their head and moshing to death, seriously though. the songs are that weak. see for yourself but do not waste your money. out",0,174
"please: just not a very good album. rather than creating new music that lives and breathes (like the squirrel nut zippers), cpd just photocopy a style they like.",0,28
"chipmunk adventure soundtrack: half the songs on the cd were not the songs originally from the movie. they either did not come from the movie, or were changed from the original.it sucked!!",0,32
"they blew it hard with this one: this album has much to be desired. there are only three good songs worth anything on this album. the rest is just scream-o/thrash junk. i really don't know what they were thinking here, or what they were trying to pull off. tracks 1, 3, and 4 are all that make this album worth spending one red cent on.abe's drumming is just as brilliant as ever, the only hi-lte to the album. these guys seriously must have written this album in one week. only a hardcore devoted deftones fan could fall in love with what has been laid down here. frankly i'd rather dust off their old albums. b-sides and rareties was much better a release.i listened to this album 8 times over, each time was a disappoint(however 'hole in the earth' is beautiful single). if they could just grow up and stick to the emotive/passionate songs and throw away the macho trash they really could be a great band.",0,166
"not worth the time: this product has a number of bugs and causes a lot of problems with windows. it is not worth what you save. there is a promise that they will refund your money if you don't save $300. i saved $288 with the product, and they told me they can only give refunds within 60 days of purchase. this does not work if you want to use the product for contributions throughout the year, since you don't find out how much you save until you do your tax return at the end of the year. this ""guarantee"" is a joke.",0,103
"a beautifully written fizzer: i have mixed emotions about this book. the fact i couldn't put it down meant it must have had some sort of resonant effect on me. however, the ending left me feeling completely deflated. it was as if the tight storyline had been torn apart like a rope suddenly breaking at its weakest point. all that was left were frayed edges and limp threads. oh yes, in australia we do not have quarters, the nearest value currency being twenty cents. i found that particularly disappointing as i took all of the florentine detail on face value.",0,100
its not worth the price: alright...im like the b boys number 1 fan and 4 19 dollas this cd is not worth it....its just intergalactic 3 times...and is pretty annoying...take myword...its real badd!!!!,0,33
"don't buy it!!! the black screen got me too!!!: 2 weeks ago our laptop died and because i swore i'd never buy another compaq again, we went with the toshiba on the recommendation of our computer tech. bad idea!! the first day we got it i was on the internet and the screen went black. i figured i must have hit something that set it in hibernation mode so i held down the power button until it shut down and restarted it again. a couple hours later, same thing...the next day, again and so on. i decided to do some research as i was planning on taking it in tomorrow to have it looked at. well, after going on many websites, i have discovered this is happening all over the place. i am not the only one!!! i wish i had read these reviews before i bought mine.needless to say, i am taking this laptop back tomorrow. i am not wasting my time with a company that knows they are selling a product that is flawed and yet they continue to do so.don't buy this computer, you will be sorry!!",0,190
"faulty electronics in a nice design: there have been frequent failures of this mouse of the doa kind. many doa mice do not communicate with their dongle and the logitech reset procedure does not help. it isn't clear whether this problem is a design or a production problem.there have even been many doas of the same kind with so-called refurb mx revolutions recently sold by woot.for details check either logitech's customer blog or woot's.note also that logitech's reset procedure involves six button actions and a switch flip, since there is no reset button on this mouse to reconnect the wireless, a seemingly clear design defect.this is a huge black eye for logitech, heretofore a company held in high respect.",0,119
"russian wife: your greatest blessing or your biggest mistake: it was not the biggest, nonetheless, a mistake in buying this book.i am sending it back not bacause of 8 bucks, but to make a point.it is a very trivial and quite hostile writing ;seems like it is aimed to put down other women (or frogs, as a female co-author calls them). in a view that co-author is ""e-mail bride"" herself, it is very strange to see such aggression towards her russian female compatriots.besides, the insights into the russian culture are quite shallow and trite.in summery, this book was a waist of time and money.",0,104
"definitely not ""outlander"" quality: i really really wanted to like this book, since i love historical novels and the setting should be fascinating. but i couldn't get past the first few chapters due to the author's pedestrian writing style and ho-hum characterizations. i was also constantly put off by anachronistic speech patterns. the publisher wants you to think this is ""outlander in america"" but it's simply not. i've read many a paperback genre romance with more flare and dramatic tension than found in this book.",0,85
"several hundred pages of fluff...: if you have no idea what you're doing get this book. it does a good job of summarizing the apps in sbs. if you want hard core, real-world examples and tips look somewhere else...if i knew where i'd tell ya.",0,45
"not worth the 10 bucks!: virtually every track of this recording is distorted due to what must have been excessive gain during the recording. shame, otherwise a pretty good performance.",0,30
"good & bad points: it looks good once it's together. however, it scratches very easily during assembly. also, one of the top moldings was longer than the other two so it did not fit. so of course, while i was trying to get it between the gable moldings, quite a few scratches were made. i have since e-mailed the manufacturer & requested a replacement part. again, it does look good once assembled once you use the included color marker pen to hide the scratches. but i do not think it is worth the money. maybe about half that.",0,98
"it's a nice paperweight...: i'll keep this short and sweet. i've had the zen xtra 40gb for about a month. i'm returning it tomorrow (hopefully) to get an ipod.pros:- plenty of space- 1/2 the cost of a 40gb ipodcons:- user interface is difficult to use; jog dial isn't very easy to manipulate- poorly designed software (buggy and doesn't work 50% of the time)- eax sound field manipulation is garbage - don't use it- can't use it as an external hard drive w/o extra drivers- bigger than shirt pocket- sync capability is practically useless and error-prone (200 of my files wouldn't sync thru creative's driver)the only redeeming thing about the zen is a third-party shareware product called notmad explorer which is great - but unfortunately it uses the creative driver and the zen itself, so it's not much better.",0,138
"nothing but talking: the acting is great, i got to admit. that's the only reason i gave this movie two stars. but the movie was boring and too long. it may be a good film for old people. but kids beware! it would bore them to tears.",0,47
"do not be fooled!!!: christmas is actually in invention by the communists for the express purpose of undermining america! did you know santa claus is actually a russian creation? that's right! not only that, why do you think that he wears red colors? it is nothing short of an insidious plot to glorify the colors of the old kremlin! yes, jolly old st. nick is a spy who has been working for the commies and the red chinese for many years. he undermines capitalist economies by a mass re-distribution of wealth every christmas eve. and the most insidious part is that he is using books like this one to push his bolshevik agenda under the guise of christianity. most insidious!",0,120
"juvenilia largely of interest to conoisseurs: it says on the back ""the source material for these early glenn gould performances(ferric oxide tape, lps, and 78 r.p.m. acetates) reflect the sound limitations of their day. through digital remastering, every effort has been made to obtain the maximum fidelity possible"". if you think you'd like to see f. scott fitzgerald and zelda's home movies, you might like this. don't think this is gg-the-master we have known since the 1955 goldberg variations -- this is a young person just with that inherent potential. that's its magic.",0,93
"not what i expected: as another review said, i also do not feel some of the messages are very close to traditional taoism.i was hoping for something that would give me a concept to meditate on each day.i wanted to read a passage in the morning that brought up something thought provoking that i could mull on over the day. i only read 5 days (one passage a day) and just felt like it wasn't what i expected. maybe if i had given it more time? but life is too short to force through something you are not enjoying.all i am saying was it wasn't right for me. for you, it may be a different story.i highly recommend the tao of pooh. i felt like that did frequently give me ideas to meditate on (but not in a one-a-day type format of course).",0,143
"yuck!: this movie is disgusting, not uplifting. every adult character is a brutal stereotype, the kids are all hyperactive acting, and the protagonist just stares with a blank look on his face the whole time. i hated it.",0,38
"disappointed: i received the dvd in a timely fashion, but when i put it in my dvd player, all i got was a message that said ""this dvd cannot be view in your region"". i have no idea what it means. quite frustrating.",0,43
"ugh! this is very bad!: i wouldn't suggest for those who are into yellowcard's ocean avenue (which i am), then don't buy this. if you don't believe then listen to those 30-second samples. i hope their next album is not like this. it seems that in 2 years, they almost lost all their talent. get something else by them-i don't know, just maybe their last two albums. warning: the cd contains explicit language (they forgot to put (explicit lyrics) beside it, i'm serious, i've seen it in stores and it may not be suitables for persons under 16 years of age.)",0,101
"absolutely awful,o stars: this mess of a movie is so absurd and badly acted it looks like a show that comes from the bbc channel and the monster looks like a ape that you see a wax museums.the movie has virtually no plot and the actors were a bunch of unknowns and they couldn't even act there's better acting on power rangers tv shows and the monster is so unrealistic that monster costumes at wal mart look more realistic and scarier than this.the other flaw is that horrible music on the soundtrack.save your time,money,and brain cells because this one should be avoided or better yet smashed with a sledgehammer and then burn the pieces.",0,114
"lacks detail: this manual covers too broad a vehicle spectrum and lacks detail necessary to do a serious repair with confidence. diagrams are spotty in their coverage and references to obscure tools like ""noid lights"" are not explained.",0,38
"not made of driftwood: please read the description carefully,,,,this is not made out of wood but made out of resin in china....it is heavy enough but not hand sculpted or even scuplted at all.....for that reason i am dissappointed...i am not sure why they put driftwood in the name of this product but for that reason i feel deceived and dissappointed....this product is not what i was expecting at all....",0,70
"hapless halfwits indeed: colorizing the stooges borders on like the perverse. i have not bought one of these ""collections"" in quite some time and really why would any true stooge fan waste his/her money on something he/she already has and is colorized? its as if the knuckle heads in charge of the stooge shorts hold us in contempt. give them less, charge them more, edit with a hacksaw and then demaster the whole mess. my recomendation is to boycott this shameful nonsense. hapless and halfwited indeed.",0,86
"thanks to palmetto, ga.: thanks for your review as i was going to order this book and buy a new tivo. but thanks to you i got what should have been put in the book review by the seller. thanks again palmetto.",0,42
bad product: i knew when i bought it that it was $20 under all the other sites and that should have thrown up warning signs but i still bought it because the other doc product i bought (from a store not online) has been working for 3 years if not more now. but i have had this product less then a month and already the moter is dying and i have to smack it to start moving again. don't buy these they just plan suck if u want something that is going to last go somewhere else.,0,97
"lawrence sanders can do better i hope!!!: unfortunately, for me, i found this latest read of l. sanders to be a complete departure from his usual intriguing writing abilities....i prefer the mcnally series, and hope desparately he comes back...after 18 years of reading all of his releases, i have now invested in hard cover books....guilty pleasures, to me was slow and the ending was poor....after all with today's societal norms on incest i found it very hard to believe this man could get on a boat and sail away from one of life's horrific situations that many children and adults live with....the characters initially had some luster then they became boring and predictable as well...overall i was disappointed with this...after living in florida from 1992 through 1995 i became very aware of the palm beach and florida coast line lifestyles....mr. sanders, there are ions of volumes you could write about the folks down in florida.....thank you...bring back mcnally and hopefully he'll marry consuela!!!",0,163
unhappy with product: i returned the item as it arrived without the plastic case that should have come with it. don't know if i'll order it again from another purveyor.,0,30
"very mixed feelings: i am currently reading this book. it is the legend of the house of the seven gables that makes the novel interesting - the curse the house bears and those troubled characters living within neglected walls and shrouding darkness make for an intruiging read. i have to admit, though, that this book is a very heavy read for me. it seems unnecessarily poetic and lacking in action. at times my mind wanders from the words my eyes are habitually tracing across the pages, but there are other times when i am absolutely absorbed. but i'm only absorbed periodically for only about a third of the read, and overall it's just not working for me. i'm driven to the end if only to see what becomes of these odd, cursed beings who are seemingly manipulated through this book by a rather dark destiny.",0,145
"smaller than you think: i was a bit suprized when i opened the package and saw how small the stuffed animal was. i'm thinkg 17"" plush toy is going to be a good size... nope its not as big as you would think.",0,43
"disappointing: i am a fan of the black company... however, in comparison, this is garbage. i never related to the hero, the history was dull and confusing... a waste of time.",0,31
"disappointing: i kept waiting to really love the characters but it never happened. the story was very formulaic and there were really no surprises...even the reason for someone trying to murder milisant was given away in the prologue. overall, i'm sorry i wasted the time and money.",0,47
dosent work: i tried this model for a long time. the blade consistantly veared off to one side cutting the pill 75% - 25% with the 25% side be crushed to poweder. i would give less than 1 star if i could.,0,42
"what's with the strange edges: the strange edges makes it quite difficult to attached to the dashboard. it is not as sleek as the lyra. too heavy and way too expensive even the 20gb model. its all-plastic compared to the lyra that at least uses aluminum ofr the back for hdd protection. the screen is better though, that's all.i returned my item because i thought i could get used to the weight and shape of the thing. because of its odd shape, it doesnt really look very well installed in my dash.i will have to wait when they revised the shape to be more like the lyra.",0,107
"crap!: this game has serious flaws. in my set all of the rush hour cards were the same answer, and it only took the group 5 minuntes to figure it out so we tossed out half of the game. overall it was about exciting as playing war with a deck of cards. i returned it. do not buy it!",0,59
"yeah, but without diane lane . . .: . . . moving around in that red dress, it doesn't quite make it. seriously the two ""fire"" songs are quite good. the last song is your basic rock and roll anthem, big wall of sound, and really great vocals (not lane of course, but she lip syncs with the best of 'em). it's all very dated now.",0,66
"good, but not the best!: easy to follow recipes, but lacks the insight of other books, such as dana carpenter's book on low carb cooking.",0,25
not what i expected: products clearly states do not leave plug in for more than 3 hours. if anyone knows anything about battery powered equipment they know that you keep the battery in the charging when not in use. there seems that the product is either designed wrong or just a piece of junk.,0,54
broken: i received this item broken. the manufacturer's box had a clear shot. not in the package from amazon.unfortunately i opened it after the final date for return.,0,28
"defective product.: this product is a fine product, unless you actually want to use it. the top thumb nut is capable of sliding up and down the bolt making it impossible to use as intended. i will not make the purchase again.",0,42
"don't waste your time: i thought it would be nice to read the book before going to see the movie. however, after reading the book, i do not want to see the movie at all. there are a lot of cheap thrills in the book...the play on bodily functions, while funny, is dull after awhile. duddit's cancer and down's syndrome seem somewhat overly dramatic, like the book is trying too hard. plus, by page 200, i cannot help but feel stupid for reading the book. nothing in the book is fresh or imaginative. the emotions that are supposed to be stirred up are unconvincing and uninspiring. although the plot is interesting enough for me to want to find out what happens at the end, i feel like i wasted a lot of time reading all 600+ pages of it when i finished it. if you are a stephen king fan, this may satisfy you. however, if you are not a fan, don't bother.",0,163
very disapointing: this does not work well with my g4. the online technical support was extremely horrible. i'm not happy that i spent so much and got so little.,0,29
excellent imagery...dumbed down story: i enjoyed this disc. the video is stunning. i agree with others that the story is very dumbed down and takes a childish approach. it actually seems like its a little one sided and very pro-environmental. nevertheless its enjoyable. i would say however that the amazon wmv hd disc is a better story and has better and sharper images and more interesting things to look at.,1,70
"this import is sooooooooooo good: this is a great cd!!!!!!!!! it is the normal oops! cd plus three cool new songs. also there are lots of added extras that are inhansed on the cd, for example you get the lucky video, a fact file, and a britney unscrambler!!!!! the three bonus tracks are really nice but i wish that they could have been a little more up tempo. just to clear something up it says in the discription that there is an exclusive oops preformance but there isn't!",1,88
"amazing, fascinating: this was a stunning book. well written, packed with fascinating detail, i wish i had ten more like it to turn to. anyone looking for an inside view of a part of china's history would do well to pick up this book. it was a wonderful read.",1,49
"great album - some serious stuff: first off, i've bought all of tonis other albums. this one took me three listenings to really get to like it. when i found out that it was about a child being born and how her life progressed, i found the work all the more interesting. some of the songs really stick in your mind. if you see the album as a story (of a girls life) it makes the album much more interesting than just listening to the album song by song.pink floyd used to do this, have an album which was a theme or story, like the wall album.i took the cd out of my colection after not listening to it for about 5 months, and have been playing it in my car on the way to work and home for over a week now.it's great. and i'm not a female by the way.nice album. if you like tonis other works,.....get it.",1,160
"good quality, but high shipping charge: the scratch resistant screen guard protector is fit perfectly on the screen of htc cingular 8125. quality of the screen guard protector is very good. only negative point is high shipping charge. it cost me $4.99 as shipping for buying this item which cost $ 3.49 amazon has to reduce the shipping charge, or reduce the shipping charge for combined items. any way best buy.",1,71
great choice for bedtime or anytime!: we were given this book as a shower gift before our kids were born and i was somewhat skeptical but it has turned out to be a favorite. our daughter loves to name the animals and their sounds and has learned her colours from these wonderful books. the pictures are just right as is the wonderful text that is just enough repetition that she 'gets it' to participate with the reading. a great asset to your children's library... or shower gift for those people who have everything already!,1,94
"fun for all ages!: having received this video as a gift, we watched it as a family, accompanied by a lot of laughter and ""i didn't know that"". the kids managed to show this to most of their friends, the youngest even taking it to school where his 1st grade teacher used it as a part of her unit on careers.the video is an overall winner. anyone, any age, will enjoy the playful and informative story and all will come away with a greater understanding and respect for both the lobster and the lobsterman. buy it!",1,96
contemplating marriage...a must read.: this book is used by many marriage counselors. but i believe if you are getting married this book should be required reading. it provides true insight to what makes us tick and how to keep the fire burning bright which should be every expecting to be couple's heart desire.,1,53
"ran the stoplight?: listened to this cd closely for the first time in a while. i've forgotten how outstanding this cd is. while i have not heard pure, i have ordered it hoping it that will be anything close to this cd - and hopefully far away from dead inside which is a whole different planet. great vocals, great music, great lyrics, it has it all.",1,66
