,txt,sentiment,num_of_words
22210,great: amazingly great...and i need eighteen more words to describe my experience so i hope this will do it for me!,1,21
22236,great for fans of tenchi universe.: this cd is great if you're a fan of the tenchi universe series. i highly reccomend it.,1,23
22247,"i didn't like it.: the backpack broke after less than a month of use. the material was pretty flimsy for the price. overall, very disappointing.",0,25
22313,great pot: does just what it says it does!! i bought this particular pot because of the reviews and i am pleased.,1,22
22355,love it !: this is a must see for one of the greatest chemist's of our time ! shulgin & his wife are my hero's :),1,26
22388,"too weird: i guess i expected humor. instead, it was a downer. i made it thru about a third of the book and gave up.",0,25
22414,"if you like this kind of crap....: if you think this book is good then ""microwave dreams"" should have won the pulitzer...",0,22
22420,one of the great works of nonfiction this year: what more can be said - this was a great read. sedaris is such a talent,1,25
22452,skillet: not as heavy as the one it replaced and the diameter is 1/2 is shorter. it is deeper though.,1,20
22474,the san francisco ferry boats: very good book. this book refers to my wife's family through out the book....,1,19
22535,"an excellent story!: barbara trapido writes beautifully. i have read all her books, but this one is my favorite. the characters are real and loveable",1,25
22552,"quickshade marketplace screen: this really kept the bugs out during our camping trip. it is a little hard to zip, but well worth the money!",1,25
22583,twisted recall: i enjoyed the twists in this one; i would have gone in a different direction but - totally cool twisted movie.,1,23
22591,waste of time: this was a huge wasteof time. wow. read reviews before i wztched andpeop.e seemed to like this movie. awful this moviegoes nowhere. booo,0,26
22597,terrible: this was the most agonizingly boring movie i've ever seen. i kept hoping it was going to get better but it was not to be. don't bother.,0,28
22615,"awful: if you actually like intelligence with your horror movie, this is not one for you. watch silence of the lambs, or the first saw.",0,25
22618,comfort: it is comfortable to my hand. i would recomend it to any one who needed to put a lot of pressure on their cane.,1,25
22635,"amazing book: i won't go into detail about what the book is about you will just have to read it. but it is fab, fab, fab, and fab.",1,28
22645,hope the movie is as good!: i thoroughly enjoyed this novel. i felt as though i reveling in the king's court.,1,21
22694,great read.: loved reading this book. easy to read but full of twists and turns of life in the 1500's for a king's court. great author.,1,26
22701,"great book: not for everyone, but i really enjoyed. hard to believe this is way it used to be!! a good read,",1,22
22736,"could not put it down: the books was wonderful. i read the book in two sittings, and did not want the book to end.",1,24
22751,very entertaining read: this is an engaging book to read...hard to put down. it will be interesting to see how the movie holds up against the book.,1,27
22793,film: my husband wanted to collect a copy of this film. the acting and the story is poor. quality of the film is good.,0,24
22810,granddaughter loves it.: this was a christmas gift for an adventuresome granddaughter. she loved all the components. the items seem to be well made and all worked well.,1,28
22811,cheesy: they aren't what i expected. looks they are made kinda cheesy.expected a little better quality. would not recommend to buy.,0,21
22827,simple: this is simple to use if your cartriges fit it and very economical for ink replacement. this will not work with hp 901.,1,24
22829,outstanding: a couple of the songs on this album have been in my personal top ten list for years. it is simply an outstanding collection.,1,25
22851,it did not fit my bin cage: product was fine but it did not fit the bin size for my undercounter installation.i would reccommend more measurements before buying.,0,28
22926,lord of the flies: hated it. if your looking for a book that describes the scenery 90 percent of the time. this book is for u.,0,26
22936,"lord of the flies: i was not a fan of this book because i couldn't get into the story line. i read it simply for school, not pleasure",0,28
22939,"its good: lord of the flies is a good book, but graphic. i would recomend it, but it is a little disturbing and for me, confusing",1,26
22956,zzzzzz: this book is so boring! the only reason i even finished it was because i had to (summer reading for english).,0,22
22973,"yuck: all i have to say about this book is that it is disscusting, it is most not for little children",0,21
22976,"late product: this is a bad product, my package is late i ordered it almost a month ago and still haven't received it",0,23
23062,a classic!: i read this book again for the first time since high school. it still holds you from page to page!,1,22
23084,this book stunk: this was the biggest waste of ime on earth i cant believe i actually read the whole thing. complete garbage.,0,23
23159,this is the worst book i have ever read!: what a piece of crap! it was so comlicated that it got annoying! do not read this book!!!,0,27
23161,"i did not understand this book!: i hated it, it was soo confusing. i had to read it in 5th grade and no one understood it at all.",0,28
23173,the book is okay: this book is really interesting. it shows a different view of human nature. the author goulding really did a good job on this book.,1,28
23202,"lord of the flies book review: i was very satisfied with the prompt delivery service and the condition of the book,which, by the way, i absolutely loved!",1,27
23206,"a freudian fable: the basic idea behind this book is freud's theory of the id, ego and superego. ideal for armchair philosophers.",1,22
23211,"my daughters choice: my daughter decided she wanted this book added to her kindle collection for her ""fun"" reading. she read it quickly and enjoyed it.",1,26
23226,disappointed: the story itself is very good i always love this author's imagination.but this kindle edition has a bunch of typos.although it's selfcorrecting but nevertheless annoying.,0,26
23267,disappointing: i was disappointed with this holster. i had a lot of trouble getting my phone in and out of it. i never ended up using it.,0,27
23322,good product: i bought this as a christmas gift and she loved it. will probably be buying it again for the same person.,1,23
23330,"moby's best album ever: i love this album, it is my favorite album of all time, and thats all i have to say about it.",1,25
23383,very interesting: i found this book facsinating and spoke so directly to my situation it seems. really wonderful!,1,18
23392,bad bad bad bad bad: i couldn't get past page 3 of this book. it's bad. don't waste your money on this one.,0,23
23397,good book: i have not had alot of time to check out the book. but i will be checking it out over winter break,1,24
23404,great gift: i got this for a friend of mine and she was very happy with. a great gift for anyone looking to pay for college.,1,26
23411,boring: i only read the first like ten pages. it was super boring so i stopped. glad i borrowed it from the library.,0,23
23420,if ever a book deserved an 11...: absolutely wonderful...surely one of the greatest novels to come out from america.,1,19
23472,poor quality: the seat covers started coming loose at the seams immediately upon putting them on the seats.,0,18
23473,poor quality.: the seat covers started coming loose at the seams immediately upon putting them on the seats.,0,18
23491,"not the complete work: this edition is not the complete text. it is only volume 1 of 2 volumes, and only covers through the feeding of the 5000.",0,28
23499,my ebook.: this is a free ebook that i downloaded. it is about the great san francisco earthquake of 1906.great read about history.,1,23
23506,awful: this is the first and the last book of harry turtledove that i wil read....awful....stupid....not at all what i expected in the least.....not good at all....very dissapointing......:(,0,28
23567,kind of tough slogging...: i thought it would be filled with interesting myths and customs of the middle ages but really the title is misleading.,0,25
23578,return to sender: boring tale - expected something better from this film but i should have read the reviews more deeply and not ordered it,0,25
23595,"no pinyin: i checked borders and this book doesn't have pinyin, which is a great weakness. i feel it should have pinyin at a minimum.",0,25
23599,dont have it: i ordered it three times and got the wrong one each times so i got tired of writing to them ron,0,24
23659,a very pleasant read: this is the perfect book for a quiet interlude on the couch. you will enjoy it from beginning to end,1,24
23772,exactly what i needed for my whiplash!: this product is exactly as described. i needed cold therapy that comfortably wrapped around my neck and this did the trick!,1,28
23925,fantastic skillet: this skillet is even better than i thought it would be - very heavy and i especially like that it's anodized coating is inside and out.,1,28
23936,easy read: i would recommend this book. easy read. good young love story. tale of simplier times. would enjoy other books by author.,1,23
23961,very happy: bought the book to replace a library book my dog destroyed. it was exactly as ordered and came in good time.,1,23
23992,drums in the south: i was not happy with this movies. it was nott very well written. long and seemed like it took forever.,0,24
24011,great!: great- this book arrived on time and was in the condition that was stated. i am very happy with this book.,1,22
24029,good book: this book is a very good sequel to the other warriors books. people of any age should buy and read all the warrior cats books.,1,27
24035,"did not work for me: i have a well, and this sprinkler did not work with it. the head did not rotate properly. maybe not enough psi?",0,27
24090,"not that great: as a history buff, i was dissapointed with this. it's cheaply made and not very in depth. look for something better.",0,24
24106,great movie for the family!: the story is wonderful and so is the music. big thumbs up! my son loves this movie and so do i.,1,26
24136,crocodile dundee ii: this is my favorite of the 3 crocodile dundee movies! lots of action and adventure with a twist at the end--fun!,1,24
24149,it is all i had hoped for and more: i was hoping that the pan would be as good as it looked and it was,1,25
24173,"tasted good: i was looking for a chocolate bar without vanillin, and this chocolate bar had real vanilla. it tasted good, the kids liked them.",1,25
24195,mostly boring: i haven't spent much time with this product. it's very boring. the fingerspelling quiz is excellent!,0,18
24201,"butterfly effect 1 & 2 dvds: like the movies alot, and that i was able to get em both for a good price",1,23
24209,"wasted money: i wish i had never bought it.it doesn't work at all in the city, and barely it does on route.total waste of money.",0,25
24218,"anolon saucepan: anolon makes awesome kitchenware, and this saucepan is no exception. i highly recommend anolon products!",1,17
24233,great study guide!: this goes great with the hardcover textbook. it is full of problems and solutions to practice with.,1,20
24266,"disappointingly dated: what a disappointingly dated book. i am amazed that amazon is selling this. had i realized it was this old, i would not have bought it.",0,28
24311,"everybody's fine: the preview made it seem different, still a good movie. worth the money. i was able to predict things that happened except the end.",1,26
24312,everybody's fine: different for de niro however he did an awesome job with it. i would recommend this movie for any de niro fan!,1,24
24488,long walk to freedom: ladysmith is a wonderful group. their songs are poignant and upbeat. i enjoy african music and this is the best of the best.,1,27
24490,long walk to freedom: this cd is classic ladysmith. they continue to present the songs and rythyms of africa in their unique style.,1,23
24492,a good read: though the author could have given the characters a little more depth and dimension this was an overall good read.,1,23
24502,love it!: love this product it is perfect for keloids due to irritated piercings! makes them practically go away overnight! i use it on all my piercings.,1,27
24519,anolon cookware: my wife loves her new pots for cooking. i do the clean up and it is much better than our previous t-fal set.,1,25
24530,good quality even though it's a refurb..: i have no complains with this drill. received in like new condition and has worked fine so far.,1,25
24551,worthless: both the original and the replacement cable did not work for my 276c. do not waste your time or money. this cable will not work.,0,26
24577,"love buffy, but...: i love buffy the vampire slayer, and angel...but these 3 books were so boring to me. i could hardly get through them.",0,25
24581,"my review: this is a great book for fans who want a buffy/angel crossover. if not on tv, then on paper!",1,21
24594,"outstanding season: the third season was definitely a season for change! if you are truly a ncis fan, don't miss this season! everyone is great...and what fun!",1,27
24599,"ncis: ncis naval criminal investigative service - the complete third seasongreat show, there is so much more you pick up watching it this way.",1,24
24602,"discs damaged: ncis is a great show, but this is the second time discs have been damaged. i purchased them new. not too happy about that.",0,26
24604,tv series ncis third searon: ncis naval criminal investigative service - the complete third seasonvery good quality. fast shipping.,1,19
24718,"wtf: i am the purported author of this book to be, yet i have never heard of it. is wiley planning something here? huh?",0,24
24759,"horrible: maybe the worst movie ever made, or at least the worst that i have seen. don't waste you're money or time.",0,22
24800,as promised: the seeds produced lush plants of wheatgrass. growing them could not have been easier. i am very happy with the purchase.,1,23
24806,"its wheat: not much to say, presoak it, plant it, up pops wheatgrass and then the kitties devour it. haven't had any problems growing it beyond user error",1,28
24856,great resource: this is a great resource for a new or experienced dog owner. well written with great illustrations that show all aspects of the breed!,1,26
24871,jailbait: just got this movie today in the mail!i thought it was the dumb dumb movie! but my husband really like it! he gave it a plus,1,27
24885,good product!: my hair is very curly so i wasnt expecting much from the product but it really made my hair straight! i'm happy with my purchase!,1,27
24891,"just ok: the product started out working well but when i got 3/4 through styling my hair, the product started to have that burning smell. wouldn't recommend it",0,28
24892,works great: works pretty good. i prefer to dry my hair a little with a regular blow dryer and then use this to style.,1,24
24913,total junk: i owned this for less than 2 weeks when it stopped working and began to smell like it was burning. i returned it for a refund.,0,28
24955,one of my favorite series.: a wonderful series. uncle silas is a funny rascal. i wish he were my uncle. :-),1,21
24981,wonderful ink!: i love this ink! it looks smooth and dries incredibly fast. i would recommend getting it in other colors too!,1,22
25108,awesome: this company was very fast received the dvd within 2 days from ordering. the dvd works great i would definitely order from them again :),1,26
25136,great: i received this book promptly and at a good price. i definitely appreciate that kind of service.,1,18
25175,"very pleased: very happy to get a good paperback copy of this book, i will look for more books for myself and gifts on amazon",1,25
25201,climatic!: you will be at the edge of your seat from beginning to the end. one of the best action films i've watched in a long time.,1,27
25227,"book: i bought this for my kindle and love the ease of how fast it downloads, i would buy from this seller again.",1,23
25234,"good dvd: it got here a little late, but was very inexpensive and worked just fine! overall this was a good buy. my friend loved it.",1,26
25271,solitary witch: this book is very complete and a must have for any modern witches' library. well donewitches voice magazine,1,20
25347,"doesn't suspend my disbelief: this book is totally impossible, rather than implausible asmost of the x-files are",0,17
25364,"amazing: a bit slow at the beginning, but an amazing book nevertheless, full of wisdom would totally recommend it to anyone",1,21
25366,good book: this is a great book. i would recommend it to anybody that is interested in learning about native american philosophy.,1,22
25380,"one of my favorites: great movie. love the simple, clean humor. this has been one of my favorites since i was a kid. definitely a must see movie!",1,28
25387,a very good laugh: one of my favorite movies. haven't got tired of watching it again and again. especially useful when i need a good laugh.,1,26
25405,yay: i love this movie and i was very glad to finally find it somewhere after searching for it for so long.,1,22
25426,this movie stinks: i would personally picket stores to stop carrying this movie. it is horrible in every sense of the word.,0,22
25431,watch it: i am very happy with this purchase. i would gladly buy this movie again or recomment it to my friends.,1,22
25490,a grossly exaggerated and inaccurate generalization of youth: do not buy this. it is an insult to the human race,0,20
25511,fear of life book: ordered as a gift so not read by me. book in good shape and received in a timely manner.,1,23
25529,a ok but but to easy game: i had odert this game inaug had it beatwithin 3day of ordring it it not the best game but its fun.,0,28
25560,"have yet to recieve this book !: orederd this book on june 5, was supost to be here by the 18th. it is 6-25-12 and no book!",0,27
25575,"emma: received my book 2-3 days after i purchased it! it is in even better shape that i thought it would be in, love it!",1,25
25589,tee'd off with crumpets: if you like a tale that's as pretentious and stuffy as a yacht club meeting then this book is right for you.,0,26
25603,a classic book.: we had to compare this book and the movie clueless for a college class of mine and i needed a copy for it.,1,26
25614,happy reader: hard to get into due to unfamiliar words. adjusted as i read more. i did enjoy it very much. a book worth reading.,1,25
25628,great movie: the dvd was better than expected. received the dvd before christmas even though i was almost too late ordering it. thanks!!,1,23
25632,loved this movie: i have always loved this movie. i feel it is child friendly and quite entertaining.,1,18
25672,"information on shaky ground: some information in this book is good, however much appears on ""shaky"" ground. a few items are not accurate. i regret purchasing the book.",0,28
25697,truth: this film was funded by the centeral intelligence agency in the 1950s and was maipulated to suit the need of a capitalistic propoganda machine,0,25
25715,"wow!: oh. my. god. this is an amazing book. can't wait to read the 2nd. this is a really, really, really, really god book. i loved it.",1,27
25723,warriors #1: into the wild: amazing book author is a genius in making this great book erin hunter plz plz plz continue this story line,1,25
25726,great book: it's great for kids 9+ it has a great moments in it . if you like cats u will love this book,0,24
25742,awesome book: the book was awesome it was always giving me something to keep reading and hooked me please read this brook,1,22
25745,bestest book ever: every one should read it because it`s da best book in the world of this year and i think it was a great job!,1,27
25748,"great!: now, the warrior series had become one of my favorite books. this is a book that you've got to read!",1,21
25769,"warriors review: the warriors deities is the best series i've ever read. it's fun, exciting, and a full vocabulary. i would recommend this to anyone.",1,25
25773,awesome book: it was one of the best books i have ever read actually it is theonly book i have ever read,1,22
25781,meooooooooow!: i lovethis book. i love i so much that this is my 4th time reading it. i love hearing about all the big battles and clans!!!!,1,27
25787,"love this series: i started this series when i was in middle school, can't wait to finish it! always an entertaining and easy read.",1,24
25831,little boys: it was very good. great facts and easy to read. love the beginning about the development of a boy and the rate compared to a girl.,1,28
25834,great book: great book for kids in fifth grade. my favorite part was the end. i like henry he is a great influence,1,23
25842,tao terrific: this read is very informational for the beginning taoist. a must add to any religious collection and a great companion with other tao books.,1,26
25847,"what a series!: i liked this even more than the time master trilogy; the characters have more personality, and the stakes are higher. a fantastic read!",1,26
25868,"climbing block: this was a really wonderful purchase for me. it's attractive, functional and i was in every way pleased with this product.",1,23
25886,one mestcrap head to another: i thought that this cd was pretty good. i definatley would tell others to buy this cd its definatley worth the money.meggers,1,27
25935,loved it: this was a great value and great product..just what u would expect from kent marine... best value for the size,1,22
25960,not oringals!: beware: these are not the original hit or album versions of these songs. they are re-recorded versions of the songs.,0,22
25977,france: great! not only the negative side of the marie antoinette was mentioned but also a good analysis,1,18
25987,"great dvd!: my grandbaby loves elmo and this dvd is very entertaining & educational! product arrived promptly, was as described and well packaged.",1,23
26012,"unreadable: see my review for ""the age of innocence"" - it completely describes how i feel about this book and how unreadable it is.",0,24
26105,this book is not annotated!: there are no notes in this book. it's just a copy of the text. please title appropriately. that is all.,0,25
26189,"worst movie i've ever seen.: simply the worst movie i've ever seen. if i could give it negative stars, i would.dont waste your money.",0,24
26203,"not what i expected: very poor taste -- i actually thought it was going to be funny. instead, it was degrading and very stupid.",0,24
26239,"great cd: if you love dierks you will love this cd. great new songs, even the ones that are not on the radio.",1,23
26246,average product: this cd is nice yes. but it wasn't what i thought it was going to be. i wouldn't recomend this item.,0,23
26262,what do you say to anaked lady: this movie was very poor quality and was not at all like my husband remembers it. i was disappointed also.,0,27
26337,it was beyond bad: plain and simple i was disappointed in this album. no wonder the record label didn't want them to release it.,0,24
26372,better...: better at helping you ease into what you want to do without being sticky and makes your experience that much more!,1,22
26376,"excellent: in my opinion, this is the best silicone lubricant available. a little goes a long way and lasts and lasts.",1,21
26428,airplane ii: the sequel: i love this movie it is still as funny as the first movie and worthwile watching over and over again with bunch of buddies,1,28
26445,airplane2: this movie is not what i expected. all they did was copy the same jokes from airplane!. i think that abraham zucker&zucker could have done it better.,0,28
26472,unusual: the writing is not great but the story is interesting and overall i liked the book but probably wouldn't reread it.,1,22
26524,loved it: my daughter got this for christmas and loved it. it wore out of batteries and she still carried it around.,1,22
26703,"worth the money: although difficult to use without a tripod, these binoculars are well the money. i was very pleased with the purchase.",1,23
26715,"fun and simple game.: this is a great game, for four or five people. moves along and is simple to understand.",1,21
26723,mission impossible 1: great movie to add to the dvd collection and tom cruise is such a good actor which shows in the majority of his movies.,1,27
26731,"the best!: mission impossible is full of intrigue, espionage and amazing effects. the best in the mi series. a must to own.",1,22
26751,"great movie: great action, awesome plot. i really enjoyed the twists and turns. the cast was well chosen. love streaming from amazon!",1,22
26778,"haven't read!: this book is not what i expected. therefore, i haven't read any of it. maybe one day i will pick it up again.",0,25
26787,a good guide: this was a good step-by-step how to become an independent contractor in transcription. i just thought it was very interesting.,1,23
26826,amazing: it's a great book and will keep you on the edge of your seat the whole time really pay attention to the plates on the oak tree,1,28
26887,"movie review: great movie, the product was sent in a good working order, no scratches or pauses. thanks for the exceptional value and speed of delivery.",1,26
26903,one of few truth in making: very few movies show the truth. al pacino and russell crowe give a powerful performance. this is a masterpiece.,1,25
26969,"lmgrubbs: this was not funny at all, i love gabriel but his friends are not funny! i didn't enjoy it at all",0,22
26971,"great: i bought this for my daughter who has turned into a ""fluffy"" fan and it wasn't exatly what we thought but it was funny!!",1,25
26975,"very disappointed customer: this dvd was comes in a set of 2 dvd's, only 1 was in the box. never again will i order from this. false adverstisment.!!!!",0,28
27005,ultimate french: was supposed to come with audio cds but didn't so product is unusable. so they come separate? would like to purchase the audio for the text.,0,28
27052,a chick flick that i like: anything that has ben stiller and ed norton in it is going to be good. good story that also makes you laugh.,1,28
27098,"love this movie: this is one of my all time favorite movies, great story line, i laughed and cried, classic movie, a must see",1,24
27099,great movie: this movie is awesome and makes any day better. this is a true story and i recommend that everyone see this once in their lifetime.,1,27
27115,a great movie & a great story!: this movie is awesome! the actors and actresses are awesome! the story is awesome too! i highly recommend this movie!!,1,27
27122,"worst movie ever seen: this is one of the worst movie that i ever seen. the story is boring, doesn't make sense.casts were ok,cheap production.",0,25
27137,review: didn't like the product but my money was happily refunded. would definitely do business with company again.,0,18
27195,"perfect condition: the book came in a reasonable amount of time, in perfect condition and no issues. i will use this seller again!",1,23
27209,"it is horrible, not worth reading: this book is too depressing and is way too dated. don't bother reading it",0,20
27218,the book was great!: the conditions of the book were great their was nothing wrong with it no writing in it and their were no pages folded.,1,27
27223,this book was mediacator: i thought this was a very unrealistic book. i thought was written very poor.,0,18
27251,didn't work: it didn't work on my windows vista laptop. there seems to be some compatibility problems. i can't find any alternate too.,0,23
27273,"bears tee: the shirt, ""da bears"" snl was as described. it arrived on time for father's day. he was very happy with this gift. thank you, amazon",1,27
27328,"very pleased: ""very pleased"". i received the item in a timely manner and in perfect condition. i am very pleased. thumbs up. thank you very much.",1,26
27331,barely made it through: i finished this book only because i had to. pages and pages describing a single grain of sand. not for me.,0,25
27332,i don't get it.: this was an interestng diversion but hardly the masterpiece that i was led to expect. pretty ordinary.,0,21
27359,loved it!!: i loved this book! it is a great book for anyone that is new. i would recommend this book to anyone.,1,23
27405,weepy: i cried thru this book. if you like to just cry sometimes this is a good book for just that!!!,1,21
27460,"fans of zombie movies must buy: a great remake,diffrent from the original but keeps the same basic concept,please if you love zombie movies this is a must own",1,28
27484,a very scary movie with great acting !: it's scary every time i see it. and a good but differet ending than the origional flick.,1,25
27548,disapointed: the information in this book did not help me at all. the condition of the book was good but wasn't what i needed.,0,24
27576,"doc hollywood: i like the movie quite a bit. i received it quickly and in great shape, and at a great price. thanks.",1,23
27577,"good, but poor quality: this movie appears to have been simply transferred from vhs to dvd:the picture quality is poor.",1,20
27585,excellent: i ordered this video for my granddaughter. it came in perfect condition and on time. i am very pleased with amazon.,1,22
27587,great service: great customer service and shipping was quick product in great condition. love the movie. thanks.,1,17
27598,love it: we love watching this movie at home. it never gets old and we can't wait to watch it over and over again.,1,24
27605,movie review: it was everything we expected. the color was good and the voices were true to what i thought they should have been.,1,24
27606,"still a classic!: pinocchio was great back when i was a kid in the bronx, ny and it's still a classic when i'm 64!",1,24
27607,"good classic: this movie is a great tale and cute, good for all ages. classic movie for everyone to love.i do recommend it",1,23
27613,great gift: i bought this as a gift for my grandchildren. they are now enjoying a great disney classic in an updated blu ray version.,1,25
27617,"not real: well, this was not a real disney copy of the movie. plays fine. but for the price i expected a authentic disney copy",0,25
27626,"great movie: great movie! i remember watching this when i was a little kid, and my 4 year old loves it. quality is good.",1,24
27638,excellant!: this is great! one of my favorites. excellant music & jiminy is one of my favorites characters!,1,18
27658,playability: it wasn't clear this could not be played on a vcr in the us. that was in the small print,0,21
27662,"who doesn't love pinocchio?: got this cd collection for my son who loved pinocchio as a child, and now he can share it with his little one.",1,27
27687,"not received: dear friends,believe it or not i have not received yet this product.thank youkostas emmanouilidis",0,16
27731,did not play: in any player... all my players are fine and other dvds work. i wonder if i was sent one for the correct region.,0,26
27742,"classic movie: movie was good but the delivery was poor. movie feed continuously stopped & started, so far not a fan of the service",0,24
27776,what kind of crap is this supposed to be?: this movie sucked. the disney version was way better. don't waste your money on this.,0,24
27808,"just terrific: this is an exceptionally well made film, very credible, with a great story to tell and lots of entertainment value.i highly recommend it.",1,25
27865,watercolor secrets for painting light: the best book on intepreting light for an artist that i have read.... and i have read well over a hundred by now.,1,28
27926,"make your own tomacco: i bought this to make my own tomacco, but now my hands are covered with sores that don't seem to be healing.",1,26
27946,terrible: this product is terrible because my whole family was infected by it when my daughter spread it on the thanksgiving turkey,0,22
27986,cool applications!: my girlfriend mixed this uranium ore in with her nail polish and now i can see her fingernails in the dark!,1,23
27990,"tastes terrible!: i've never heard of a uranium flavored oreo, but thought i would give it try. based on the taste alone, this stuff is not worth it.",0,28
28009,"what woman want: this is another one of his best,it came on time,in good condition,very funny,great family entertainment, i would recomened the movie to any body.",1,26
28053,"acoustic samurai: i love the idea of an unplugged paul gilbert. it was great, but we listen to gilbert for more his guitar playing, not his singing.",0,27
28098,"loved it!: i loved this book! i had seen the movie and enjoyed it, but it did not come close to the intricate plot twists of the book.",1,28
28101,this book is great!: this book is an excellent novel for those who are looking for adventure. dumas is a brilliant writer.,1,22
28117,"amazing: one of the best books i've ever read, highly recommended. the characters and plot are highly engrossing. must read at some point in your life.",1,26
28125,sad!: i thought this was a great book because i've never read the origanal but it was about 700 pages shorter do not buy this book!,0,26
28143,not impressed: this book was very well worn and the pages are falling out. not happy at all.will be more careful about buying used books in the future.,0,28
28153,a great story: i can't believe with all the books i've read that i never read this one. it was wonderful. enjoyed every page right to the end.,1,28
28211,complete novel: alexander dumas has weaved all the characters so well and i would say this is one of the gems in the history.,1,24
28257,"wonderful: this is a wonderful collection of van gogh -- they fold out. at this price, it's a great purchase, not to mention a first-rate gift idea.",1,27
28270,"very bad blu ray transfer: i like the movie. but this recording is terrible.it is not 1080p, and the sound is mostly mono.",0,23
28285,nomad: i ordered dvd dirty dancing expecting it to be used in uk and find it is not compatible with uk player although purchased in gbp,0,26
28287,dirty dancing: i just love this movie. deliver was fast and timely. i loved the recent comments by jennifer grey.,1,20
28290,dirtydancing: this movie was the best i've seen it about thirty times and i never get tired of watching it.,1,20
28307,classid: i bought this for my mom. she saw it on tv and wanted a copy for herself. she said boy he can dance.,1,24
28309,great movie: i remember watching this movie a long time ago and the movie is still an awesome classic plus the quality is great.,1,24
28317,"bo-ring: i don't like dance movies in the first place, so it was really hard for me to enjoy this.actually, i didn't enjoy it.",0,24
28320,dd dvd: the product was received in great condition as was stated and received within the time frame stated. i would do business with them again,1,26
28326,classic: it's a classic movie and this is by far the best place to find movies like this one!!! just perfect!,1,21
28350,"great movie!!!!!!!: i've loved this movie since i was 5. this dvd includes a concert, behind the scenes footage, and the movie theater trailer. enjoy",1,25
28353,movie: i love watching dirty dancing. i loved patrick swayze in this movie and will miss him. my daughter and i love this movie.,1,24
28382,"i like it: this has to be my favorite usher album next to confessions. the lyrics, beats and flow all work for me. he's very talented.",1,26
28405,"great movie at a great price!: this is a great movie that i got at a wonderful price, so happy to add this movie to my collection!",1,27
28414,beverly hillbillies: it came very fast and in great shape and its a great deal for the price! very funny classic always hilarious,1,23
28439,great: my husband and i love birds. we collect the audubon birds. the dark-eyed junco was a great additon to our collection.,1,22
28497,love this movie: this movie is funny. i love watching this movie and it keeps you entertained throughout it. i would recommend it to anyone.,1,25
28597,"dragonheart: what's not to like about these movies. my kids still love them, even as teenagers. they like to watch them over and over.",1,24
28604,terrible: acting plot and everything is so bad that it made me cry... dragonheart was breathtaking this is......b.s.. worst acting and story i ever saw in a movie,0,28
28629,excellent: a true classic and a must have for any fan of science fiction. dune is the best book i have ever read in my life!,1,26
28776,"important and timeless: in short: an amazing and timeless book, still as wonderful today as it was when first published. everyone should read this book.",1,25
28872,"great..: anne did a wonderful job ""being british"" and i love all of the actors in this movie. it was a beautiful script and well done. great story..",1,28
28875,i was very pleased.: i was very pleased with receiving the dvd. it was packaged like new and it arrived in a timely manner.,1,24
28889,"quite ok!: an average movie, the effects are a bit dated, but it is quite ok! the quality of this dvd is very good.",0,24
28896,"jumanji: i did not order this item, though i have seen it on tv. it is a good entertaining movie. i recommend.",0,22
28919,"very nice: its a perfume and u get what u smell. was delivered on time and smells as it should smell, what else is there to say.",1,27
28989,awesome: matthew west is a great artist and this is a awesome cd so i would recommend it for anyone that likes music,1,23
29024,pound a ball: great toy for the grand-kids. they loved it and it entertained them for a long time. i would recommend it to anyone.,1,25
29034,"funny bones..........: if you have a sense of humor, you can't go wrong here. i have re-watched this movie several times, it's a classic to me!",1,26
29035,love it: i am a very happy camper with this excellent quality product. i use this product frequently. it is exactly what i needed.,1,24
29038,classic comedy!: i remember watching this movie as a kid and loving it. i watched it on my blu-ray and it was great.,1,23
29047,great classic comedy: we have been enjoying this movie annually since 1976! it is a fun family tradition & we're grateful to have this movie on dvd.,1,27
29057,review: i got what i expected in good quality. it is a good quality used book and there were no marks on the pages.,1,24
29178,"not a practitioner's guide: for me, the book was verbose, repetitive, poorly organized. not inspiring and not recommended.",0,18
29184,"tiny!: i love my tiny the chihuahua! he is so cute and i recommend him to collectors, especally if you love chihuahuas like me.",1,24
29224,hate it: it was nice and in expensive but it stopped working after about a year or two. next time i will look for something better.,0,26
29225,great: thanks for your dealing i will deal again and again with you because it was nice to deal with you,1,21
29339,kinsey: came on time and in excellent condition. great story about a great man who changed the way we view sex in the world,1,24
29355,the plot itself could make a movie on lifetime or oxygen: do yourself a favor - don't waste your time with this book.,0,23
29390,interesting!: see my review of book #3 . . . i found this to be a very interesting series. sorry it didn't have more books in it!,1,27
29394,fun: this game is a lot of fun. i also have the sim's expansion collection volume 3: vacation & superstar so this was a great addition.,1,26
29417,joseph: very disappointed in the presentation compaired to the stage performance which is what i was looking for.,0,18
29421,joseph an dthe amazing technicolor dreamcoat: was very please with the product and the timely fashion in which it arrived.,1,20
29465,"joseph and the amazing technicolor dreamcoat: very entertaining. wasn't as good the stage presentaion i recently saw, though.",1,18
29521,horrible!: i really don't have any other comment that could convey how utterly embarassing this movie must be for the actors involved.,0,22
29523,"hands down one of the funniest ever: this move is hilarious, full of great scenes, etc etc. this is a must see movie.",1,23
29545,good stuff: french children's entertainment is hard to come by. i loved this dvd. it is also good for french students.,1,21
29573,uneven: when i first watched this i thought it was pretty good but after a third viewing it stinks. end of story.,0,22
