,txt,sentiment,num_of_words
5143,works well with the samsung wep200: i wanted an in ear blue tooth headset but couldn't get them to stay in. these made it work!,1,25
5157,good: i have not really had a chance to use these but my daughter states that it works for her very well.,1,22
5211,works great: this mold is great for what i need. chocolate pops right out of the plastic. would buy again if needed,1,22
5226,useful: needed for class. it got the job done. interesting book and i'm glad i had to read it. would recommend.,1,21
5238,very action packed and cool: i like this movie. i like the part when moby dick attacks. i think the captain is weird.,1,23
5320,"wonderful book: i love this book, it has different kinds of projects that you'll enjoy, and the charts are neat, i love it!!!!!!",1,23
5487,needed for class: not too much to say; it is the book i needed for class and i got it at a good price on amazon.,1,26
5511,jack and the giant: a story full of beans: this wonderful book has a great southwest twist and the illustrations are incredible!,1,22
5542,great toy: the toy is pretty awsome. it is a lot of fun and really cool. the only problem is that the batteries die really fast.,1,26
5544,"coooooooooooooooooool: this toy looks really cool, but i think they should make it have better graphics and a better screen.",1,20
5565,excellent lyrics: if your looking for music that is true to life and chills u out on a sunny sfternoon then buy this cd...beautiful voice!,1,25
5596,"a+: the book came really fast and was in great condition, i cant wait to read it i would order from them again for sure.",1,25
5612,this movie is funny: i really liked the part when john candy was at the firing range. this movie is one of candy's greatest.,1,24
5639,"zelia duncan: this is an excellent dvd. the music is fantastic, the singer is great and the musicians are the best. i highly recommend it!",1,25
5702,egyptian technique: this is a wonderful video. teachings egyptian technique and combos- i love it. it has helped me become a better dancer.,1,23
5811,great story!: i read this book in one day. that's a big deal for me. i thought the author did a fantastic job.,1,23
5834,"works as desired: not completely perfect, but reliable, and frankly, it extends the reach of my headphones. this is all i need it to do.",1,25
5849,it works!: it's good price and works as expect. after a month of use it still going strong. the plug is sung. it keeps the headphone attached firmly.,1,28
5890,cheaper at amazon than anywhere else: i didn't want to risk a generic charger and got the canon brand at the lowest price at amazon.,1,25
5894,exactly like my original: i lost my original charger and bought this to replace it and it works just like the original. very happy about this purchase!,1,27
6026,"daughter loved it!: i purchased this for my daughter, expecting her 1st child. she loved it! tons of information in a fun way! very enjoyable and informative.",1,27
6132,great book!: great book for people that need to write email. it would be nice to review the grammar rule's from time to time.,1,24
6138,very helpful!!: very nice book! i am very happy with all the information on this book. it explains a lot of english grammar!,1,23
6139,excellent work: great book. really helpful and easy to follow. i know it will come in handy because i am not the best at speaking or writing.thank you!,1,28
6159,usher's concert: if you a fan of usher this blue ray concert is a must have. the quality and his performances are very good.,1,24
6238,to much detail: great imagination! a little to much time spent on details. but i guess that makes for a good book writer.,1,23
6270,clan of the cave bear: this book was delivered on time and in the condition advertised. i would purchase a used book again from this source.,1,26
6288,"what i expected: friend told me about the book , have not started to read it yet. hope it is as good as she said.",1,25
6291,for beginners: this is a very good book for the beginners to gain a overall knowledge of pl/1 and start making small programs.,1,23
6317,"moving story and film: i enjoyed this film. although a tear jerker, i thought the acting was well done and the script was well written.",1,25
6341,"very fun game: in a lot of ways it does show its age, but most everything about the game is still very fun and pretty addicting.",1,26
6382,metal all the way.: this band has some very good music. the track 'let me be your tank' has to be my favorite off the entire album.,1,27
6441,"great movie: i thought it was a very entertaining movie, should have gotten more press when it came out. very good acting also",1,23
6500,gold toe is the gold standard: love these socks from gold toe. they last and they are well made. most of my socks are gold toe.,1,26
6555,"hockey! we love hockey!: this movie was funny! i love hockey, and i love this movie. if you love hockey, then you'll love this movie!",1,25
6609,2k3: this is the same as playstation2 verison i love all ov the 2k's this has better graphics then playstation2 but this is a good gane overall.,1,27
6623,"wonderfully inspirational!: if you've ever wondered *what if* about a past love, this is the book for you!! a great read!!!",1,21
6629,grat book!: a must have for those wanting to know about the growth of civil aviation in the 1920's and beyond.,1,21
6660,"interfaith symbol charm: the order came in a timely manner, it was in perfect condition. i was greatly please with the service and the product.",1,25
6750,recent purchase: the book i ordered was exactly as described and delivery was even faster than promised.,1,17
6781,best cover album ever!!: this is a great album with many catchy tunes. listenable from start to finish and a great primer into scots.,1,24
6954,great!(:: the book was a little slow being delivered but no problems! it also came in better condition than i was expecting! (:,1,23
7073,a majority of one: this movie is a classic! so glad to have found it:) they just don't make movies like this any more.,1,24
7158,"wonderful feminist novel: this is a great, imaginative book, one of my favorites. i highly recommend it.",1,17
7196,"great book: the author did a great job. it is a very high reading in my opinion. little complex storyline, but very great story!",1,24
7247,great buy: great buy. the book came as described and in a timely fashion. i will order from them again.,1,20
7263,"a great read...thank you!: grateful i stumbled upon this book. a fantastic read. timeless and incredibly thought provoking.if the summary grabs you at all, give it a chance.",1,28
7275,good value: this was ordered for a teenager who had it on his reading list. it was an excellent used copy and a great value for the money.,1,28
7293,"read this book: amazingly written!! ray bradbury is a visionary. the book was intriguing, and suspenseful. when i read it i couldn't put it down!",1,25
7380,"great but hard to follow.: this is amazing, all predictions and foreshadows came true in our present day lives. amazing story a must read.",1,24
7387,"good book: what can i say that has not already been said. it is a bit dark and too short, but a great effort none the less.",1,27
7396,great read: i loved this book in high school and now that i'm reading it ten years later the messages are even more relevant and insightful.,1,26
7530,"good, easy read...: this was a cute story, although not too original. easy read. i would read this author again.classic feel good love story.",1,24
7559,excellent collection.: i loved all eight films on this dvd. all of the stories were great and the actors did a wonderful job.,1,23
7580,not used yet: these are spares for the wristrocket i bought my daughter so the have not been tested but they seam fine.,1,23
7657,i am pleased: receiving this product was right on time. my opinion of the book was very informational for me.,1,20
7735,works well: this halti collar worked well at controlling my great dane. he learned not to pull very quickly.,1,19
7754,"great for any stargate fan!: too bad good shows do not last forever, but this dvd continues the stargate tradition. it is good fun!",1,24
7757,pretty good.: this movie is pretty good. it didn't require an indepth knowledge of the tv show to follow the movie.,1,21
7760,stargate continuum: so glad i purchased the movie. i love the stargate series and this was very good. the story line and characters kept the action moving,1,27
7783,"outstanding: even for someone who wasn't a huge fan of the show, this movie is a must see. clever story, great flick!",1,22
7808,"great item: sg1 continuum, is a great movie. the cgi is flawless and over all a great movie. i hope it isn't the last mgm does.",1,26
7811,stargate fan: i have been a fan of stargate from the beginning. this movie was excellent. i would highly recommend it.,1,21
7853,love!: i really like his music and enoy to listening to it all the time. i would recommend this cd to everyone.,1,22
7861,very happy: these are great tires for my old beach cruiser. size was perfect and a fraction of the price the bike shop charges!,1,24
7936,a near-perfect film.: completely absorbing and hypnotising; this is the single best movie i have ever seen.,1,17
7966,"great item: condition of book was great, better than the description, easy to read,recommended for every library, very in depth yet very simple",1,23
7984,great cd: i love love love this cd. i dont speak french but its still great. i would recommend this cd to everyone.,1,23
8000,gossip girl season 3: arrived a lot quicker than expected and was in condition that was stated. thanks and i would buy from again!,1,24
8275,easy transaction!: great transaction.. book is as described and was received on time.. at the given price this was a good value!,1,22
8326,"dorman 38437 door hinge repair kit: this kit did work , but if i was to do it again i would go for the kit with threaded studs",1,28
8587,interesting: this is an interesting series for someone who likes watching medical dramas and it has a great cast as well.,1,21
8603,"beautiful lullabuy music: i love this cd. i play it for my son when he is going to sleep. very peaceful, mellow and soothing.",1,24
8620,"the canterbury tales: illustrated prologue: this is a great edition of the prologue, the illustrations really accent the story very well.",1,21
8621,recommend this seller: i recieved this book on time and in excellent condition. i'd definitely recommend this seller.,1,18
8642,"love it: thank you for making my baby happy, he is very into this type of music. just waiting for the next cd",1,23
8688,entertaining: i like this movie. i think it is entertaining. i wanted to have this movie in dvd and add it to my collection.,1,24
8689,great movie!: we all truly enjoyed this movie! the picture quality was beautiful and i know i will watch it again! awesome!,1,22
8704,enjoy: i really enjoyed this movie and i bought the soundtrack and the dvd. it is a great movie that i would be glad to compliment on.,1,27
8707,i love this movie: this product is really great for my trip. it also came in early and i am enjoying the movie.,1,23
8960,happy: the discs all worked well and the case was in good shape. the retailer was very helpful in shipping it to me.,1,23
8964,"quick read: love langston hughes' poetry, but this was a nice departure. i would recommend this book to any young person who has not read anything by langston.",1,28
9069,best chocolate bar ever: this is by far my favorite and the best chocolate bar i have ever eaten!!!!! yum!!!,1,20
9075,its nice: i was replacing my old cook book & i thought this was the same one but it isn't but it is a nice cook book.,1,27
9194,good service: i was pleased with the condition of the book and the speed with which i received it. thanks.,1,20
9217,everything i ever wanted to know: this dictionary is the best medical dictionary i've come across. it's full of illustrations and makes searching for things easy.,1,26
9222,mosby's medical dictionary: i am enjoying the book. it has been a good reference for my research and for my papers.,1,21
9258,good: this is an excellent item. the seller shipped fast and i am 100% satisfied with the overall transaction. would definitely buy from this seller again.,1,26
9303,al green love and happiness: this is a classic cd set...i will keep forever and pass on to my kids. love it!!!!,1,22
9350,disturb not the dream: i have read this book several times. loved it everytime. best book i have ever read!,1,20
9389,i wont have that husband!!: this is a fabu book...all young women can learn from this book...this is the man not to marry...,1,23
9401,good flavor to meat.: the bisquettes are very good and added flavor to the meat.i would recommend them to anyone wanting to use them.,1,24
9436,great stuff: these are just the beat scrubbies i'ver used. they don't scratch and they last forever. none of my local stores carry them anymore.,1,25
9495,"nice lighter version of tresor: this is a nice lighter version of tresor for the summer. i've enjoyed it, although it does not smell just like tresor.",1,27
9517,works good.: i bought this card for a third computer in my house and its the ferthest from the router and works fine.,1,23
9550,works great: i added this to my windows vista desktop. it seems to work fine. i have been using it for months.,1,22
9706,trilogey: great action movie with a plot. this completes the series of john wayne and john ford westerns about the u.s. calvery. great history lesson.,1,25
9712,a wonderful movie: this was the greatest movie! anyone would like it~! i would tell anyone/everyone to see it! you should add this great one to your westerns!,1,28
9714,fort apache: john wayne movies are the best.and with john ford directing it's even more of a blockbuster.and henry fonda and shirley temple are great too.,1,26
9732,farm animal stamps: looks nice. i purchased this as a gift & it has not been used yet. so i can't really rate it.,1,24
9759,bunyan's allegory: this book was very fun to read and very spiritually uplifting. i enjoyed it from beginning to end! it was an excellent choice.,1,25
9846,great series: it can be a little slow at times but i have enjoyed this series and fallen in love with many of the characters. i would recommend.,1,28
9909,"good movie: i'm not much for words when it comes to writing reviews, but i thought this was a good movie if you like scarey movies.",1,26
9915,i'm not going spelunking!: if ever a movie made me want to stay out of dark caves this one is it. love the creepy dark surprises.,1,26
9968,book purchase: product was in excellent shape as indicated.i received the book quickly and would definitely do business with these people again.thanks,1,22
9989,"classic: i got this for my dad. it is super creepy and worth a watch, but don't watch it in the dark.",1,22
10045,"great!!! a must have: great story... love it, what a great man he was!!! this is a nice movie of one of our saints!!!!",1,24
10046,"inspirational: this movie is very intense, but depicts the life of one of the great saints of our century. worth seeing.",1,21
10058,"nothing short of incredible.: this is one of the best films i have ever seen. nothing else needs to be said, whoever watches it will understand.",1,26
10068,"excellent: not much to say about this book, except it was a page turner; i couldn't put it down. enjoyed it alot.",1,22
10105,one of the great classics: i saw this move in the 70's and have always loved this movie.truly a must see classic film for the whole family.,1,27
10165,"this cd is classic: i really liked this cd, it is courtney and hole at their best early in their career.",1,21
10221,awesome!: i use this at work. turn it on before you go to get your coffee in the breakroom. best if the cup/coffee is already warm.,1,26
10222,"awesome gift: what more can you say, keeps the coffee in the mug warm. this is a great gift to give people at work.",1,24
10265,i got my moneys worth.: theres nothing about this product i don't like. i read all the reviews before i bought it and i extremely happy with it.,1,28
10375,works great.: i wish it had a shut of timer but other than that it works great. i'm going to buy another one.,1,23
10406,big o: the shrink wrap was still on the cd needless to say i was impressed this is the very definition of new 5 stars for sure,1,27
10475,"great: i saw this movie ""golden earings"" when i was a kidand i always wanted to see it agan. now i own a copyof it. it was great",1,28
10500,"moonstruck: fabulous movie, can watch it over and over. received quickly and as described. love it love it love it",1,20
10533,"moonstruck sountrack, cd: product was exactly what i was looking for. i could not find it anywhere, but on amazon.",1,20
10543,my favorite!: one of my favorite movies of all time. you really should see this movie over and over again.,1,20
10560,"love it: i love this movie. it doesn't matter how many times i watch it, it's my favorite movie ever. cher is wonderful, as is the entire cast.",1,28
10590,"purgatorio: good book, good price. only problems in the time of release, the book is in good presentation and conditions. i recomended.",1,22
10696,pampers: what a life saver. i ordered these for my granddaughter and they saved me time and money. i would purchase again,1,22
10761,"the best of pampers: truly dry, no leak - very very happy with this one, have tried almost all other pamers. but this one is the best.",1,27
10769,dream: this is every moms dream is to have your diapers come to the door. thank you amazon! i don't have to stop and go get diapers.,1,27
10791,"always: these are my favorite diapers. they hold everything in, fit great, and are much more compact than other brands. i highly recommend them.",1,24
10869,pampers baby dry: really like this product and love the price. my daughter is expecting her first and am getting ready for the new baby. love it!!,1,27
10894,pampers: i have been using pampers since my baby was born. they are perfect. i loved the product and i suggest to every mother and father.,1,26
10919,"very satisfied!: it came on time, and it was in the condition that they indicated it would be. i am very satisfied!",1,22
10932,super duper diaper deal: we really like all the pampers diapers we've used. they are comfortable for our baby and they seem to do a great job.,1,27
10999,"excellent!: does not leak, lasts for a long time and prevents smell. this pack is the best value i have found. love it!!",1,23
11077,great pampers: i use those diapers for years. they are good for my daughter and other babies. this one is bought as a gift for our friend.,1,27
11082,"great diapers!: i got these diapers for my son, he has used them before and did great with them. i got a great deal on them!",1,26
11163,love it: worth what you pay for saved lots buying big i will keep buying bulk when it comes to diapers thanks,1,22
11202,great deal!!: great deal!! they arrived in less time than quoted to my door! you just can't go wrong with pampers and i am loving amazon!! :),1,27
11256,"it's great: it's great. it is heavy snow outside, but the diaper arrived on time. very thing is good.thank you for your service and product.",1,25
11278,great gift: i loved that i could send all these diapers to a friend across the country for such a great price. and pampers diapers are my favorite.,1,28
11319,nice: this is a good app that works well with the system and we have had no problems with this app so far.,1,23
11330,"excellent older edition: this is an older edition of ""leaves of grass"" , it downloaded fast and i was able to read it in a minute or so.",1,28
11347,"great book!: i just finished this book. great story, great humor and all around great reading. i highly recommend it.",1,20
11401,"works but messy!: bonds sole of shoes well, but it was difficult not to get the glue on other parts not intended to be glued.",1,25
11464,"good insights: if you're looking for good insights on criminal behaviour, this is it. i liked it and learned a few things i hadn't already explored.",1,26
11507,"a favorite: this was my first tony o'connor cd but i have gone on to buy many more, all his music is relaxing and lovely",1,25
11572,good: works well. i used them with my washer and dryer so i could clean behind the washer and dryer great for the price,1,24
11592,"moon spells: this book is very good, interesting, and helpful i recommend this book to those who love and live under the moon.",1,23
11652,"very nice: these are perfect for painting, and the price is very good. i would recommend this product, but please leave some more for me.ed",1,25
11670,"good read.: this was pretty good stuff. i didn't agree with everything, but it did cause me to think about some things.",1,22
11713,"another bernbaum masterpiece: great recipes, easy to follow. if you like the cake bible this is a perfect companion.",1,19
11764,classic: a huge fan of john coltrane and all his works. my only pet peeve is this album isn't as lenghty as i wanted it to be.,1,27
11796,"excellent!: just what i was looking for in an orchestration book, the translated words of rimsky-korsakov. great price, nice cover and durability.",1,22
11801,"music: the music was slightly different than i expected- more modern, i guess. i like it though and will listen to it.",1,22
11855,love these: i had looked all over houston for these and could not find them. they are just what i wanted.,1,21
11887,lamp reflector: this is a great price for an item for a very difficult to find flashlight.i will definitely purchase again from this website,1,24
11899,"this is epic!!: this soundtrack is just like playing the video game in a short period of time! if you love this game, you'll love this cd!",1,27
11903,great quality and shipping time: i would like to thank the seller for the great quality and the fast shipping :) i really liked your service,1,26
11952,great!: i received the cd in within time frame given. great cd and a good experience. love buying through amazon. very happy with the purchase.,1,25
11994,morillo rocks: if your a morrillo fan then this cd has tons of awesome tracks to keep you moving all night.,1,21
12091,"the first book report i ever made!: i really liked this book because i like animals, and i really do want to be a veteranarian! read this book!!!",1,28
12118,"good stuff: no problems whatsoever... it came in fast, with no defects and held up really well in the wash!",1,20
12134,very interesting and informative: i have always been interested in weird things and this fills my need,1,17
12175,"great: works great. got this one to upgrade from a normal/low definition unit. it is compact, easy to use, stylish and is a fine product from tivo.",1,27
12263,taste great: this is really nice to have when you just want something a little different. it makes drinking a cup of coffee step out of the ordinary.,1,28
12266,"gad zuks, batman!: no calories, no carbs, just great taste to add to coffee anywhere you are. i keep it in my purse. this stuff is great!",1,27
12278,makes me feel younger and more energetic: great on any food that has a salty taste. i don't recommend on cereal or sweet things like in shakes.,1,27
12367,"chilling, too real: this was a good movie, albeit disturbing and hard to watch. the cast is good....too good at times. not for the feeble-minded.",1,25
12383,liked: i liked this book. the characters are very enjoyable and the plot was interesting. it was a little predictable though...,1,21
12421,ransom: good story wish it would continue into another story line. love this book but where is the next one to follow,1,22
12430,one of the best....love it: well this is one of the best from ms garwood. just love it...... can't wait for her next book .,1,25
12482,"for my daughter: my daughter loved these dvds so much, we have ordered every set, not to mention it comes with a figure.",1,23
12531,excellent!: this book was very encouraging and an easy read. a must read for those who want to be encouraged in their prayer life.,1,24
12543,"caine is fantastic: all i can say is caine is the bomb and he makes alot of his ""i need beans"" expressions in this film!",1,25
12618,"good movie: the movie bill engvall: 15 degrees off cool, is i think by far one of his better movies. he is such a good comedian.",1,26
12620,bill engvall 15 off cool: this is one of the best i have seen. side splitting funny. will watch over and over.,1,22
12621,"great video: this is the best video he has done since ""here's your sign."" i would recommend this video to everyone i know.",1,23
12626,"marketing textbook: the book was in perfect condition, however, it didn't come with the user access code for internet review websites.",1,21
12658,alpine cat scratcher replacement pad: this was a very good product at a reasonable price. the vendor shipped in a very timely manner. very satisfied.,1,25
12683,"compare to ""brave new world"": read it to compare it to huxley's work. i don't think this matches ""brave new world"", but make your own determination.",1,26
12723,men's pajama set: these pajamas are very comfortable. i wash them in the machine with cold setting and have no problems with how they come out.good buy!,1,27
12857,love it!: it was very funny and fun to watch. i my kids and grandchildren really liked it too. they want to watch it over and over again.,1,28
12872,"perfect: the item was delivered earlier than expected, arrived exactly as described (new), and a perfect transaction. thank you!!!!!",1,19
12898,long live mario brothers: i bought this for a friend. she really liked it. i like her. everything's just fine.,1,20
12925,"great movie: this is just a great movie, nothin needs to be saidjust watch the movie and you'll know whyo yeah, did i mention, its an awesome movie!",1,28
12970,"i enjoyed it: i enjoyed the book, it was easy reading, and it helped to clarify why i keep getting the same results in my life.",1,26
13041,one of the best: i use this book almost every lesson for my algebra classes.one of the best for extra practice.,1,21
13127,great book: one of the best and most interesting books i have ever read. i highly recommend it to anyone.,1,20
13153,gripping: i could not put this book down. fascinating depiction of human beings struggle for survival. if you enjoyed into thin air you will also enjoy this one.,1,28
13169,for stevie: bought this for my daughter for a course she was taking at uf called women in films. it arrived very promptly at her address.,1,26
13170,great movie: this is one of my favorite movies of all time. i could not believe the price i picked this cd up for - very reasonable.,1,27
13213,great condition and prompt delivery: the product was in good condition and it came in the mail in a timely manner.,1,21
13229,"great!: this is a great, immensely useful and functional product. tivo could use some work but this product is without match.",1,21
13271,great little device!: this item is great. i had no problem getting it set up and running. the price was lower than at other websites.,1,25
13274,"works great, easy to setup: couldn't be any happier with how this functions, and the setup was as simple as it gets.",1,22
13294,my second one: this is the second one that i purchased. i love it. i can see both tivo devices and shared recordings between the two.,1,26
13317,excellent product and easy to install!: this was so easy to install and it works great. i higly recommend it.,1,20
13378,excellent: i bought this to give temporary window coverings for our living room windows. it was inexpensive and easy to install. i'm very pleased.,1,24
13505,compression shorts: this product works as advertised but is starting to wear and breakdown very easily. durability is the only concern i have with it,1,25
13507,i love it!!!!: i love it. it is thick and tight. i would buy more but it is a little too expensive. yes,1,23
13609,great service: received the book very quickly. i ordered it for my son for school. so i haven't read it. but it is what he needed. thank you,1,28
13617,very enjoyable: this book is thoroughly enjoyable. although it is only a short novel. you will fall in love with the characters and the story.,1,25
13632,of mice and men: this classic never gets old. i read it as a child and i still enjoy reading it to this day.,1,24
13644,"very good: this book is very good, i couldn't put it down. the whole book was perfect, it was old fasion.",1,21
13686,a classic: this story is a very good classic that sucks you right in. it has great morals and messages. a must-read.,1,22
13718,couldn't be happier with this product!: book came on time and was in great condition. i couldn't have been happier with the sender.,1,23
13751,a classic: must read! one of my favorite books. all of my sisters really loved it too! very enjoyable for all ages.,1,22
13759,"magnificent: i am 17, and all i have to say isread this book!for best results read the book and watch the movie.",1,22
13760,"good book: it was a short and interesting story, not complicated and easy to read. you would like it too. i recommendit.",1,22
13841,just a gift: it is a gift for my granddaughter so i know it will be funny and she will be happy. she loves adam sandler,1,26
13878,"i would love 50 first dates with drew: now i can see her today and the next day, and the next day, and the next day...",1,26
13891,"excellent: since this product came with the product above, obviously it arrived on time and was just what i had ordered.",1,21
14014,fantastic!: i can say this is probably the best cd to come out in a while! they definatly did a terrific job!,1,22
14019,wow!: i love every song on this album and think clay will produce even better in the years to come. go clay!!,1,22
14069,great cd!!!!!!!!: clay aiken does it again! this is a great cd and recommend it to any one with ears!,1,20
14142,five star cd!: i love this cd. a very refreshing and unique sound from the newest superstar in the music industry!,1,21
14147,great: i was so pleased with this cd when i listened to it. his voice is amazing and the songs are great too. i highly recommend it.,1,27
14578,this album is a must have!: a very nice surprise and excellent music. this album shows off the many vocal talents of clay.great stuff!,1,24
14610,this cd is da bomb!!: elder is very talented and i know that he will go far in his musical career. congrats! from mari at sourceone!,1,26
14722,"my favorite: i have read thousands of books, including all kinds of literature, but i am nearly sure that this is the best book i have ever read.",1,28
14759,great documentary!: this is by far the best documentation of the peoples temple and the jonestown tragedy!,1,17
14768,good music: i received this item as promised and enjoy this type of music by mandolins with hymns and it is very relaxing,1,23
14879,great gift from a great lady: everyone read this book !!!! then read everything else that sylvia has wrote. there is always a blessing to be recieved.,1,27
14918,excellent: it is a wonderful look at the traditions and history of goju ryu. a must for students of this art.,1,21
14919,a good book: for one that want understand a little more about karate this book could be a great help. well written and a soft read.,1,26
14932,"nice shirt!: of course, it is just another white shirt--but a great one for the price, and my husband loved it.",1,21
14933,"don't listen to the haters: for $6.00, this shirt is great. yes, it is thin, but it looks absolutely fine. i have the ecru and wear an undershirt.",1,28
14953,great shirts: great shirts for the price. equal quality of the more expensive shirts at a fraction of the cost. i consider this purchase a real buy.,1,27
14973,"love this book!: one of my favorite books of all time, view read it three or four times. everything jules verne writes has wonderful characters, and magnificent settings.",1,28
14978,"e book: i put this on my tablet to read. i never read a real book, but enjoy ebooks, no clue as to why.",1,24
14987,"gotta love the library of congress: seriously, i may never read this, but i do love how easy it was to purchase and put on my ipad.",1,27
14995,"my review: i read this book, and this is my second favorite book! my first is journey to the center of the earth",1,23
14996,"good choice: a classic is a classic, but additional features in this edition make it a great choice. nice illustrations, too!",1,21
15012,good: this is a good book but it gets boring at times. if you like science fiction then you would like this book,1,23
15131,great: the item arrived on time and the quality was outstanding. it was very professionally wrapped and set up for mailing.,1,21
15132,great: very good product. just a advertised. was worth every little penny i spent! very happy with this purchase! awesome! pleased!,1,21
15155,great movie: chronicles of narnia: prince caspian is a great movie because it was in blu ray and everyone should watch and own it.,1,24
15192,excellent: was the same product as advertised and it arrived in perfect condition. price was much lower then auto parts stores. easy to install and looks awesome.,1,27
15196,"another great hornblower book!: like all the hornblower books, this one entertains with sea battles and adventures. i'm looking forward to the next book in the series.",1,27
15265,great!!!!!!: one of the most fact filled books i have read on the redhead topic.being a redhead myself i love learing about my strands of copper.,1,26
15283,light: this is a great light weight facial sunscreenand day time moisturizer.not heavy and gooey like many facial sunscreens.,1,19
15310,"love, love it!!: this was a very nice surprise. it is very good quality. my little grandpuppy cockerpoo looks adorable in it.",1,22
15318,awesome: just an amazing item and would recommend this to anyone and the service was great as can be! just awesome!,1,21
15319,enjoyed it: i enjoyed this dvd it was amazing to watch i would recommand this dvd to any and all wwe fans.,1,22
15455,satisfied reader: it's a very good story hard to put down story line is great really got in to it great read,1,22
15527,"language: in this country where english is a foreign language, it is good to know that some fight to preserve its propriety and eloquence.",1,24
15585,"this is a wonderful novel for everyone of all ages!: after reading summer of my german soldier, i would definetely recommend it to young adults and adults alike!",1,28
15686,"cult film....: saw this when i was just a kid. finally got my own copy. a good addition if you like ""b"" rated sci-fi movies.",1,25
15730,just this..: the only disparaging thing i can say about this book is that it caused me to purchase a better dictionary.,1,22
15897,great read: bought this for my mother. she loves to read and this book was great as she could connect with it..,1,22
15937,cataclysms- great title: this is a fantastic book- it was bought as a gift- they also loved it! hale's photos are really superb!,1,23
15938,great!: this is a really cute book with beautiful pictures. i like the quotes that have been included as well.,1,20
16042,"good game for young kids.: i bought this game for my speech kids to play. it is simple, fun and doesn't take up much space.",1,25
16088,good and stable: very easy to use. the cooked rice is delicious. the only problem is that it cooks very slow.,1,21
16245,"sherry woods: i wanted to read all of sherryl woods books and have been searching used book stores, several libraries and you had the books",1,25
16257,hell yea: he done it again. grillz is one of his best songs. the album is worth the money. way to go nelly!!!!,1,23
16287,not bad at all: i like using it. only complaint is the straps to synch your bike are way too long and get in the way,1,26
16309,liked very much.: this is my second version of this opera. i like both versions. amahl was very good in this version. ok,1,23
16353,totally engrossing: i loved this book - didn't want it to end! a definite must-read for fans of historical fiction and suspense.,1,22
16394,loved it as a kid.: i read this book in elementary school. i loved it. i've now purchased it for my kids!,1,22
16413,"spongebob!: the spongebob movie was just what i expected. awesome! patrick was funny, spongebob was funny... it is a spongebob fans must-see movie!",1,23
16432,best cartoon movie ever!: i really like this movie because it is funny. i think that this is one of the best movies ever.,1,24
16435,movie: just what i needed for a gift. it was just what my nephew wanted at a reasonable price. thanks for being competitive and having what i needed.,1,28
16438,spongebob squarepants movie: i did not like this movie but my little brother did! so i i recomend it for 9 and under!,1,23
16478,ocean's 11: poster was in perfect condition and it was sent to me in just a few days! great seller! a+,1,21
16555,i'm feeling supersonic!: this is one of the best albums of the decade! every song is ear shattering and every song will take hold of you!,1,26
16648,love this movie: not your typical high school gay movie. it is well acted and very interesting. would recommend it to anyone that is into stuff like this.,1,28
16771,very nice: i love this slip. i bought this slip to wear under my dresses that came to my knees and this works very nicely.,1,25
16780,a good chicano movie: i enjoyed the movie thorouhly.would recommend it to anyone especially chicanos who can relate.makes me want to see the musical.,1,24
16804,one of the best live albums ever: this is quite simply one of the very best live albums ever. plain and simple!,1,22
16812,"just perfect: it was just as i expected, arrived aearly and it was as they said it will be, it's just perfect",1,22
16852,tesla: i have always liked tesla and i bought this album to listen to the acoustic recordings. the best is catching them live!,1,23
16870,great read: had a hard time putting the book down. i liked the pace of the storyline and greatly enjoyed the creativity with landscapes and characters.,1,26
16884,a princess of mars: a princess of mars is an old sf story which i had not read in many year and which i still enjoy.,1,26
16890,great!: my son loved reading this after he watched john carter the movie. thank you for making this easily available for him.,1,22
16892,a good read: for a first story written almost a century ago. it is an interesting look back on life pre-knowledge of what mars is really like.,1,27
16895,good reading!: it had been a long time since i have read anything better. would recommend this to any trekkie! best book!,1,22
16907,a princess of mars: good book to read before you see the movie. enjoyable concept and rich descriptions of the creatures and the scenery.,1,24
17023,superb…: the author is an amazingly talented man.. the book is deep and superb… i highly recommended for those that are interested in gegg's research… he is superb..,1,28
17027,"a great book.: great information, great author. this book is yet another opportunity to realize how much there is to know. i recommend this one.",1,25
17073,good: it is a good book for running. it helped me prevent shin splints and i now run with much less effort.,1,22
17146,"loooove it!: had the cassette when i was 16, missed having it and had the chance to purchase it again. fast shipping, great condition, just love it!",1,27
17237,"great set!: this set is big! it's very well made, the pieces are nice, the board is durable. i would recommend this set, especially for the price!",1,27
17238,"backgammon attache: this backgammon set is beautiful and if you like backgammon, then it is a great addition to your game repitoire and worth the value.",1,26
17241,"a great classic: great addition to my music collection, classic songs i can listen to over and over again, great value for what i paid for.",1,26
17344,"great cd!: this is a great cd, showing the traditional side of bluegrass and the direction it is headed! i would highly recommend it.",1,24
17353,batman begins: i went crazy in the theater watching this movie. would highly recommend it for anyone who is a fan of batman.,1,23
17368,good movie: if you love batman then you will love this movie! we did for sure. it was awesome and we will keep watching it over and over!,1,28
17385,"great conclusion to a great series: a great conclusion to a great series. if you enjoyed the first two films in the series, this a must-watch.",1,26
17420,"unbelievable!: very good moving, it puts a human spin on the batman franchise. i highly recommend anyone to see this movie.",1,21
17456,great buy!!!: this was such an awesome deal. my son was ecstatic over this gift and i'm very pleased with the price. 2 thumbs up.,1,25
17458,"pleasantly surprised: i'm not normally a big fan of comics or the movies they inspire, but i was very pleasantly surprised. highly recommend it.",1,24
