Unnamed: 0,txt,sentiment,num_of_words,anon_txt,anon_txt_history,num_replaced,num_lemmatized,num_protected,num_no_change,force_anon_txt,neigbors,num_of_words_after_forcing,num_of_deleting_after_forcing
2384,"solid value: i might not want to nap on it myself, but my 2 year old loves it. good quality and a fair price.",1,24,"solid value : i there not want to nap on it myself , but my 2 this there love it . good includes and a fair price .","[any] [any] (i) [there] (not) [any] (to) [any] (on) (it) (myself,) (but) (my) 2 [this] [there] {love} (it.) [any] [includes] (and) (a) [any] [any] ",11,1,9,3,"* * : i there not want to * on it myself , but my 2 this there love it . * * and a * * .","[503, 722]",17,7
2386,"wonderful app: i love reading essence magazine, i am happy i can now read it on my kindle fire. i recommend this",1,22,"wonderful app : i love read essence magazine , i am thank i can now read it on my kindle fire . i recommend this",[any] [any] (i) [any] {read} [any] [any] (i) (am) [thank] (i) (can) (now) [any] (it) (on) (my) [any] [any] (i) [any] (this) ,10,1,11,0,"* * : i love read * * , i am thank i can now read it on my * * . i * this","[504, 842]",15,7
2409,d koontzs books: was looking for the frankenstein series. i found the first three books. they were brand new and arrived in good time.,1,24,d koontzs book : was there for the hitchcock series . i there the this there book . they were brand new and arrive in good there .,(d) koontzs {book} (was) {look} (for) (the) [hitchcock] [any] (i) [any] (the) [this] [there] {book} (they) (were) [any] [any] (and) {arrive} (in) [any] [there] ,9,4,10,1,d * book : was there for the * * . i there the this there book . they were * new and * in good there .,"[505, 869]",19,5
2438,love it!: i am very happy with the weight and quality of this product. i wear this necklace often and love it!,1,22,love it ! : i am very thank with the weight and includes of this includes . i wear this necklace rarely and love it !,[any] (it!:) (i) (am) (very) [thank] (with) (the) [any] (and) [includes] (of) (this) [includes] (i) [any] (this) [any] [rarely] (and) [any] (it!) ,9,0,11,2,love it ! : i am very * with the weight and include of this include . i wear this * * and love it !,"[461, 506]",19,3
2532,"vitex: this product was great , smells weird but it is a root. i would buy it again, no side effects. great service and price.",1,25,"vitex : this includes was great , smell weird but it is a root . i there new it again , no there effect . great service and price .","vitex: (this) [includes] (was) [any] , {smell} [any] (but) (it) (is) (a) root. (i) [there] [free] (it) (again,) (no) [there] {effect} [any] [any] (and) [any] ",9,2,10,4,"* : this include was great , * * but it is a * . i there * it again , no there * . great service and price .","[507, 933]",18,6
2555,the song is soulful: u are one of the best singers and in this song the two of u sound absolutely brilliant. when are u coming to india,1,28,the song is soulful : u are one of the best singer and in this song the there of u sound there exciting . when are u come to australia,(the) [any] (is) soulful: [any] (are) [any] (of) (the) {good} {singer} (and) (in) (this) [any] (the) [there] (of) [any] [any] [there] [exciting] (when) (are) [any] {come} (to) [australia] ,11,3,13,1,the song is * : u are one of the good * and in this song the there of u * there * . when are u * to *,"[508, 833]",22,6
2619,great book: this is a classic book that i have always loved and now can read on my kindle. glad to see it free!,1,24,great book : this is a classic book that i have there love and now can read on my kindle . glad to there it new !,[any] [any] (this) (is) (a) [any] [any] (that) (i) (have) [there] {love} (and) (now) (can) [any] (on) (my) [any] [any] (to) [there] (it) [new] ,10,1,13,0,* book : this is a classic book that i have there * and now can * on my * . * to there it new !,"[49, 509]",19,5
2663,great!: loving the book. was in good condition and arrived in a timely manner! i can not wait to funish the book. great price too. thank you!,1,27,great ! : love the book . was in good condition and arrive in a timely manner ! i can not wait to funish the book . great price too . thank you !,[any] {love} (the) [any] (was) (in) [any] [any] (and) {arrive} (in) (a) [any] [any] (i) (can) (not) [any] (to) funish (the) [any] [any] [any] (too.) [any] (you!) ,11,2,11,3,* ! : * the book . was in good * and * in a timely * ! i can not * to * the book . * * too . thank you !,"[467, 510]",18,9
2773,extremely comprehensive reference to the language of surgery: this reference of over 1000 pages is the best i have ever used to transcribe surgical reports.,1,25,insanely comprehensive feature to the language of surgery : this feature of over 1000 page is the best i have this use to transcribe surgical report .,[insanely] [any] [feature] (to) (the) [any] (of) surgery: (this) [feature] (of) (over) 1000 {page} (is) (the) {good} (i) (have) [this] {use} (to) [resubmit] surgical {report} ,7,4,11,3,* * feature to the language of * : this feature of over * * is the good i have this * to * * * .,"[511, 656]",16,9
2795,"best kerouac: this is timeless and inspiring. i buy it for many people who think kerouac is just ""on the road"" .",1,22,"best collins : this is timeless and inspiring . i new it for there people who there collins is just "" on the road "" .","{good} [collins] (this) (is) [any] (and) {inspire} (i) [free] (it) (for) [there] [any] (who) [there] [collins] (is) (just) (""on) (the) [any] . ",8,2,10,2,"good * : this is * and * . i new it for there * who there * is just "" on the * "" .","[512, 886]",15,6
2817,good read: great read. if you have something mote profound to read i would suggest that. all in all a great story though.,1,23,good read : great read . if you have there mote profound to read i there suggest that . all in all a great secret there .,[any] [any] [any] [any] (if) (you) (have) [there] mote [any] (to) [any] (i) [there] [any] (that.) (all) (in) (all) (a) [any] [secret] [there] ,12,0,9,2,good read : * read . if you have there * * to read i there * that . all in all a * secret there .,"[513, 841]",18,5
2834,"farily decent movie: i didn't like some of the plot twist, of a former leader of the autobots but other than that it was pretty good.",1,26,"farily shitty movie : i did not there some of the plot tattoo , of a former leader of the autobot but other than that it was there good .",farily [shitty] [any] (i) (didn't) [there] (some) (of) (the) [any] [tattoo] (of) (a) [any] leader (of) (the) {autobot} (but) (other) (than) (that) (it) (was) [there] [any] ,8,1,14,3,"* * movie : i did not there some of the * * , of a * * of the * but other than that it was there good .","[514, 527]",20,7
2854,transformer: items waas as described and shipped on time. was a gift and just what was asked for. item was in very good condition.,1,24,transformer : item waas as describe and ship on there . was a gift and just what was ask for . item was in very good condition .,transformer: {item} waas (as) {describe} (and) {ship} (on) [there] (was) (a) [any] (and) (just) (what) (was) {ask} (for.) item (was) (in) (very) [any] [any] ,4,4,12,4,transformer : * * as * and * on there . was a * and just what was * for . * was in very good * .,"[515, 528]",16,8
2861,good movie: i like all of the transformers movies. this one is fun too. i would recommend it to any fan of the first two movies.,1,26,good movie : i there all of the transformer movie . this one is good too . i there recommend it to any fan of the this there movie .,[any] [any] (i) [there] (all) (of) (the) {transformer} {movie} (this) [any] (is) [good] (too.) (i) [there] [any] (it) (to) (any) [any] (of) (the) [this] [there] {movie} ,10,3,12,1,good movie : i there all of the * movie . this * is good too . i there * it to any fan of the this there movie .,"[323, 516]",23,3
2938,best video ever!: this movie is the best movie anyone will ever see in their entire freaking life! best movie ever! it rocks!,1,23,best video this ! : this movie is the best movie there will this there in their entire freaking there ! best movie this ! it dance !,{good} [any] [this] (this) [any] (is) (the) {good} [any] [there] (will) [this] [there] (in) (their) [any] {freak} [there] {good} [any] [this] (it) {rock} ,11,5,7,0,good * * ! : * movie is the good movie * will * * in their * * * ! good movie * ! it dance !,"[332, 517]",13,10
2949,good purchase!: i love this purchase and i would recommend it to any one to purchase this item for their fun and excitement!,1,23,good includes ! : i love this includes and i there recommend it to any one to includes this item for their good and excitement !,[any] [includes] (i) [any] (this) [includes] (and) (i) [there] [any] (it) (to) (any) [any] (to) [includes] (this) item (for) (their) [good] (and) [any] ,10,0,12,1,good include ! : i * this include and i there * it to any * to include this item for their good and * !,"[196, 518]",19,4
2951,awesome movie: this is a great addition to any dvd collection. i would highly recommend this dvd for anyone who likes this tv series.,1,24,best movie : this is a great addition to any hd collection . i there highly recommend this hd for there who there this tv series .,[best] [any] (this) (is) (a) [any] [any] (to) (any) [hd] [any] (i) [there] [any] [any] (this) [hd] (for) [there] (who) {like} (this) [any] [any] ,13,1,10,0,good movie : this is a * * to any * * . i there * recommend this * for there who there this tv * .,"[335, 519]",17,7
2954,transformer: very please with the product and time to receive the merchandise..will definitely buy from amazon in the future. very pleased with the purchase.,1,24,transformer : very please with the includes and there to receive the merchandise .. will there new from amazon in the future . very pleased with the includes .,transformer: (very) [any] (with) (the) [includes] (and) [there] (to) [any] (the) merchandise..will [there] [free] (from) [any] (in) (the) [any] (very) {please} (with) (the) [includes] ,9,1,12,2,* : very * with the include and there to receive the * .. will there new from * in the * . very * with the include .,"[90, 520]",19,6
2962,"love the transformers series: great movie series, fun to watch hope it continues with more sequels. this one was as good as the first ones.",1,25,"love the transformer series : great movie series , good to watch there it continue with more sequel . this one was as good as the this one .",[any] (the) {transformer} [any] [any] [any] [any] [good] (to) [any] [there] (it) {continue} (with) (more) {sequel} (this) [any] (was) (as) [any] (as) (the) [this] {one} ,11,4,10,0,"* the * series : great * series , good to watch there it * with more * . this * was as good as the this * .","[521, 856]",18,7
2963,dark of the moon: i love this movie! the special effects are crazy and the storyline was interesting also. i highly recommend this movie.,1,24,dark of the moon : i love this movie ! the special effect are there and the storyline was interesting also . i highly recommend this movie .,[any] (of) (the) [any] (i) [any] (this) [any] (the) [any] {effect} (are) [there] (and) (the) storyline (was) [any] [any] (i) [any] [any] (this) [any] ,11,1,11,1,* of the * : i love this movie ! the * * are there and the * was interesting * . i * recommend this movie .,"[522, 834]",17,7
2965,great movie: thanks for the great price and movie. it was really good. but of course i love the 1st one the best.,1,23,great movie : thank for the great price and movie . it was there good . but of course i love the 1st one the best .,[any] [any] {thank} (for) (the) [any] [any] (and) [any] (it) (was) [there] [any] (but) (of) [any] (i) [any] (the) [any] [any] (the) {good} ,11,2,10,0,great * : * for the great * and * . it was there good . but of * i * the * one the good .,"[495, 523]",16,7
2975,great movie: unfortunately i had to return this movie. it was also a christmas gift. already had one.. my kids have one or i would have kept it..,1,28,great movie : there i had to return this movie . it was also a christmas gift . there had one .. my there have one or i there have always it ..,[any] [any] [there] (i) (had) (to) [any] (this) [any] (it) (was) [any] (a) [any] [any] [there] (had) [any] (my) {kid} (have) [any] (or) (i) [there] (have) {keep} (it..) ,12,2,13,1,great movie : there i had to * this movie . it was * a * * . there had * .. my there have * or i there have always it ..,"[209, 524]",22,6
2980,movies on time: the movies get to me the same day they hit the stores and i dont have to drive to get them.,1,24,movie on there : the movie there to me the same sunday they there the new and i do not have to drive to there them .,{movie} (on) [there] (the) {movie} [there] (to) (me) (the) (same) [sunday] (they) [there] (the) {store} (and) (i) {do} (have) (to) [any] (to) [there] (them.) ,6,4,13,1,movie on there : the movie there to me the same * they there the new and i do not have to * to there them .,"[291, 525]",23,2
3021,"transformers 3d: the movie was all we expected, and the 3d was just that much better. definitly worth the money. i was very pleased with my purchase.",1,27,"transformer 3d : the movie was all we there , and the 3d was just that there there . definitley worth the money . i was very pleased with my includes .",{transformer} (3d:) (the) [any] (was) (all) (we) {expect} (and) (the) (3d) (was) (just) (that) [there] {well} [definitley] [any] (the) [any] (i) (was) (very) {please} (with) (my) [includes] ,6,4,16,1,"* * : the movie was all we there , and the * was just that there there . * * the money . i was very * with my * .","[324, 526]",20,7
3045,love it: i ordered this movie from amazon in good condition. if i need any movies i will order from amazon again.,1,22,love it : i order this movie from amazon in good condition . if i there any movie i will order from amazon again .,[any] (it:) (i) {order} (this) [any] (from) [any] (in) [any] [any] (if) (i) [there] (any) {movie} (i) (will) [any] (from) [any] (again.) ,8,2,10,2,* it : i * this movie from * in good * . if i there any movie i will * from * again .,"[514, 527]",16,6
3053,good: i thought it was a good movie. i grew up watchig transformers. its nice to see it brought to the big screen.,1,23,good : i there it was a good movie . i grow up watchig transformer . its nice to there it there to the big keyboard .,[any] (i) {think} (it) (was) (a) [any] [any] (i) {grow} (up) watchig {transformer} (its) [any] (to) [there] (it) {bring} (to) (the) [any] [keyboard] ,7,4,11,1,good : i there it was a good * . i * up * transformer . its * to there it there to the * * .,"[515, 528]",17,6
3079,great movie!!: i could watch this movie over and over and over again. the graphics were totally awesome. a must see for all.,1,23,great movie ! ! : i there watch this movie over and over and over again . the graphic were there best . a must there for all .,[any] [any] (i) [there] [any] (this) [any] (over) (and) (over) (and) (over) (again.) (the) {graphic} (were) [there] [best] (a) [any] [there] (for) (all.) ,9,1,11,2,* movie ! ! : i there watch this movie over and over and over again . the * were there good . a * there for all .,"[19, 529]",20,3
3091,best movie ever!!: this movie kicks a** all the way and i can't wait for this to come out on dvd because it's an excellent movie!,1,26,best movie this ! ! : this movie kick a * * all the there and i can not wait for this to come out on hd because it be an excellent movie !,{good} [any] [this] (this) [any] {kick} (a**) (all) (the) [there] (and) (i) {can} [any] (for) (this) (to) [any] (out) (on) [hd] (because) (it's) (an) [any] [any] ,9,3,12,2,* movie this ! ! : this movie * a * * all the there and i can not * for this to * out on hd because it be an * movie !,"[497, 530]",23,7
3126,nice: this cd is the epitome of good soundtrack music. you'll get a variety of good music in this album. definitely recommended.,1,22,nice : this hd is the epitome of good soundtrack music . you will there a variety of good music in this album . there recommend .,[any] (this) [hd] (is) (the) epitome (of) [any] [any] [any] (you'll) [there] (a) [any] (of) [any] [any] (in) (this) [any] [there] {recommend} ,11,1,8,2,* : this hd is the * of * * music . you will there a * of * music in this * . there recommend .,"[531, 633]",16,7
3134,lorna doone: i bought this book for my friend lorna for all she has done for me and she got a kick out of it,1,25,lorna doone : i new this book for my daddy lorna for all she has do for me and she there a kick out of it,[any] doone: (i) {buy} (this) [any] (for) (my) [daddy] [any] (for) (all) (she) (has) {do} (for) (me) (and) (she) {get} (a) [any] (out) (of) (it) ,5,3,16,1,* * : i new this book for my * * for all she has do for me and she there a * out of it,"[419, 532]",20,5
3270,awesome hiking boot: these are my 1st pair of hi-tec boots and i could recommend them to anyone looking for a quality product at a great price.,1,27,best hiking bag : these are my 1st pair of hi - tec bag and i there recommend them to there there for a includes includes at a great price .,[best] {hike} [bag] (these) (are) (my) [any] [any] (of) hi-tec {boot} (and) (i) [there] [any] (them) (to) [there] {look} (for) (a) [includes] [includes] (at) (a) [any] [any] ,11,3,12,1,good * * : these are my * * of * - * * and i there recommend them to there there for a include include at a * price .,"[533, 716]",20,8
3281,very good for the price: this boot fits to size and is comfortable. i would purchase again. i use to purchase boots from ll bean.,1,25,very good for the price : this bag fit to size and is comfortable . i there includes again . i use to includes bag from ll bean .,(very) [any] (for) (the) [any] (this) [bag] {fit} (to) size (and) (is) [any] (i) [there] [includes] (again.) (i) [any] (to) [includes] {boot} (from) (ll) [any] ,9,2,12,2,very * for the * : this * fit to size and is * . i there include again . i * to include * from ll * .,"[258, 534]",18,7
3344,i needed that....: it is a good book for review and modivation. technique is well explained. makes a great read for beginner and intermediate fly fisherman.,1,26,i there that .... : it is a good book for review and modivation . technique is there understand . there a great read for beginner and intermediate there fisherman .,(i) {need} (that....:) (it) (is) (a) [any] [any] (for) [any] (and) modivation. technique (is) [there] {explain} {make} (a) [any] [any] (for) beginner (and) intermediate [there] fisherman. ,7,3,10,6,i there that .... : it is a good * for review and * . * is there * . there a * read for * and * there * .,"[454, 535]",18,8
3348,"paxton quigley is a realist: when women ask me about safety and firearms, this is the first book i recommend to help them on their terms.",1,26,"collins collins is a realist : when woman ask me about safety and firearm , this is the this book i recommend to help them on their term .",[collins] [collins] (is) (a) realist: (when) {woman} [any] (me) (about) [any] (and) {firearm} (this) (is) (the) [this] [any] (i) [any] (to) [any] (them) (on) (their) {term} ,8,3,14,1,"* * is a * : when * * me about * and * , this is the this book i recommend to * them on their * .","[536, 573]",17,9
3520,classic sf: the middle of a trilogy that should be read in sequence. lots of great characters and ideas. asimov is the best,1,23,classic sf : the middle of a trilogy that should be read in sequence . there of great character and idea . asimov is the best,[any] [any] (the) [any] (of) (a) [any] (that) (should) (be) [any] (in) [any] {lot} (of) [any] {character} (and) {idea} asimov (is) (the) {good} ,7,4,11,1,classic * : the * of a * that should be read in * . there of great * and * . * is the good,"[537, 772]",16,7
3525,fantastic!: this story is epic. asimov shines in the foundation. makes you want to read the whole series. (something im in the process of doing now. ;),1,27,exciting ! : this secret is epic . asimov shine in the foundation . there you want to read the this series . ( there i m in the process of doing now . ;),[exciting] (this) [secret] (is) [any] asimov {shine} (in) (the) [any] {make} (you) [any] (to) [any] (the) [this] [any] [there] {I} (in) (the) [any] (of) (doing) (now.) ;) ,10,3,11,3,* ! : this * is * . * * in the foundation . there you * to * the this series . ( there i m in the * of doing now . ;),"[538, 540]",19,8
3577,"just kidding around: this book was hilarious. i read it yesterday, and i am still laughing my asimov. get it? hahahaha. huh. okay. nevermind.",1,24,"just there somewhere : this book was hilarious . i read it there , and i am there hear my asimov . there it ? hahahahaha . huh . okay . nevermind .",(just) {kid} [somewhere] (this) [any] (was) [any] (i) [any] (it) [there] (and) (i) (am) [there] {laugh} (my) asimov. [there] (it?) [hahahahaha] [any] [any] [any] ,11,2,9,2,"just there * : this book was * . i read it there , and i am there * my * . there it ? * . * . * . * .","[539, 875]",16,8
3580,foundation and the complete series: couldn't put any of the books in this series down. there is a college education in those books!,1,23,foundation and the complete series : there not put any of the book in this series down . there is a college education in those book !,[any] (and) (the) [any] [any] (couldn't) [any] (any) (of) (the) {book} (in) (this) [any] (down.) (there) (is) (a) [any] [any] (in) (those) {book} ,7,2,12,2,foundation and the * series : there not * any of the * in this series down . there is a * * in those * !,"[538, 540]",18,6
3635,love it: great movie!!! cage is a great druggie i mean for being a cop. what a way to gain trust from the bad folk's.,1,25,love it : great movie ! ! ! pond is a great druggie i there for being a cop . what a there to gain trust from the there folk 's .,[any] (it:) [any] [any] [pond] (is) (a) [any] druggie (i) [there] (for) (being) (a) [any] (what) (a) [there] (to) gain [any] (from) (the) [there] {folk} ,10,1,11,3,love it : great movie ! ! ! * is a great * i there for being a * . what a there to * * from the there * 's .,"[541, 649]",20,6
3645,"one of 2010's best films: get this movie!! if you like quentin tarantino, you'll love this incredible ride of a film. cage is nothing less than brilliant.",1,27,"one of 2010 's best film : there this movie ! ! if you there quentin hitchcock , you will love this exciting ride of a film . pond is there less than exciting .",[any] (of) {be} {good} {film} [there] (this) [any] (if) (you) [there] quentin [hitchcock] (you'll) [any] (this) [exciting] [any] (of) (a) film. [pond] (is) [there] [any] (than) [exciting] ,12,3,9,3,"* of * 's good * : there this movie ! ! if you there * * , you will love this * * of a * . * is there * than * .","[542, 861]",18,11
3711,three's company: this is one of the best comedy ever in the world tv until now i am still watching this comedy every time,1,24,there 's company : this is one of the best movie this in the world tv until now i am there watch this movie this there,{three} [any] (this) (is) [any] (of) (the) {good} [movie] [this] (in) (the) [any] [any] (until) (now) (i) (am) [there] {watch} (this) [movie] [this] [there] ,10,3,11,0,there be * : this is one of the * movie this in the * * until now i am there watch this movie this there,"[255, 543]",21,4
3777,liked it: this was a fascinating look at mental illness. i could really feel her pain and understand how easy it would be to slip into this state.,1,28,there it : this was a fascinating there at mental illness . i there there feel her pain and there how easy it there be to slip into this state .,{like} (it:) (this) (was) (a) [any] [there] (at) mental [any] (i) [there] [there] [any] (her) [any] (and) [there] (how) [any] (it) [there] (be) (to) [any] (into) (this) [any] ,12,1,13,2,there it : this was a * there at * * . i there there * her * and there how easy it there be to * into this * .,"[544, 762]",21,7
3810,great movie: a good collection and will be a long time favorite a movie to be never forgotten. mel is a good actor,1,23,great movie : a good collection and will be a long there favorite a movie to be never there . mel is a good actor,[any] [any] (a) [any] [any] (and) (will) (be) (a) [any] [there] [any] (a) [any] (to) (be) [any] {forget} mel (is) (a) [any] actor ,10,1,10,2,great * : a good * and will be a long there * a * to be * there . * is a good *,"[464, 545]",16,7
3870,"good: a gift for my friend he loved it is a child movie and could find it anywhere but here, great price and fast shipping",1,25,"good : a gift for my daddy he love it is a woman movie and there there it anywhere but here , great price and fast shipping","[any] (a) [any] (for) (my) [daddy] (he) {love} (it) (is) (a) [woman] [any] (and) [there] [there] (it) [any] (but) (here,) [any] [any] (and) [any] [any] ",12,1,11,1,"good : a gift for my daddy he * it is a woman * and there there it * but here , great * and * *","[546, 702]",19,6
3934,great puzzle: my 3 year old granddaughter loved this puzzle. it is very colorful i would definitely recommend this puzzle. it is very well constructed.,1,25,great puzzle : my 3 this there grandfather love this puzzle . it is very colorful i there there recommend this puzzle . it is very there construct .,[any] puzzle: (my) 3 [this] [there] [grandfather] {love} (this) puzzle. (it) (is) (very) [any] (i) [there] [there] [any] (this) puzzle. (it) (is) (very) [there] {construct} ,9,2,10,4,great * : my 3 this there * love this * . it is very * i there there recommend this * . it is very there * .,"[547, 637]",19,6
3980,this is so useful: i have had my handbook for a few years and this book has helped me with a bunch of papers for college.,1,26,this is so examples : i have had my spreadsheet for a few this and this book has help me with a bunch of paper for college .,(this) (is) (so) [examples] (i) (have) (had) (my) [documentation] (for) (a) (few) {year} (and) (this) [any] (has) {help} (me) (with) (a) [any] (of) {paper} (for) [any] ,5,3,18,0,this is so * : i have had my * for a few this and this book has help me with a * of * for * .,"[427, 548]",21,5
4025,"quality: i liked this, my guests said it was comfortable. it stayed inflated for the 7 days of guests and no one complained about it.",1,25,"includes : i there this , my guest say it was comfortable . it always inflate for the 7 sunday of guest and no one complain about it .","[includes] (i) {like} (this,) (my) {guest} {say} (it) (was) [any] (it) {stay} {inflate} (for) (the) 7 {day} (of) {guest} (and) (no) [any] {complain} (about) (it.) ",3,8,11,3,"include : i there this , my * say it was * . it * * for the 7 * of * and no * * about it .","[549, 816]",17,8
4051,perfect for me: i like iti was looking for it i found it i got and i am enjoying it to the fullesti recommend it to anyone,1,27,perfect for me : i there iti was there for it i there it i there and i am good it to the fullesti recommend it to there,[any] (for) (me:) (i) [there] iti (was) {look} (for) (it) (i) [any] (it) (i) {get} (and) (i) (am) {enjoy} (it) (to) (the) fullesti [any] (it) (to) [there] ,5,3,16,3,perfect for me : i there * was there for it i there it i there and i am good it to the * * it to there,"[550, 635]",24,3
4177,"easy climax: i'm very pleased with this product because it has a natural feeling head and makes climaxing easyand can be used in the bathtub,shower or where ever.",1,28,"easy climax : i be very pleased with this includes because it has a natural feeling hands and there climax easyand can be use in the bathtub , shower or where this .","[any] climax: {I} (very) {please} (with) (this) [includes] (because) (it) (has) (a) [any] [any] [hands] (and) {make} {climax} easyand (can) (be) {use} (in) (the) bathtub,shower (or) (where) [this] ",6,5,14,3,"* * : i be very * with this include because it has a * * * and there * * can be use in the * , * or where this .","[551, 669]",20,10
4192,okay.....: i think the rabbit part is kind of bothersome and i thought the actual shaft would vibrate not just the rabbit. weird.,1,23,okay ..... : i there the rabbit secret is kind of bothersome and i there the actual shaft there vibrate not just the rabbit . weird .,[any] (i) [there] (the) [any] [secret] (is) [any] (of) bothersome (and) (i) {think} (the) [any] [any] [there] vibrate (not) (just) (the) [any] [any] ,10,1,10,2,* ..... : i there the * secret is * of * and i there the * * there * not just the * . weird .,"[552, 574]",15,8
4210,wow!!: this product definitely does what is said to do. i haven't had any problems with it and its not too thick and the power is great.,1,27,there ! ! : this includes there does what is say to do . i have not had any problems with it and its not too thick and the power is great .,[there] (this) [includes] [there] (does) (what) (is) {say} (to) (do.) (i) (haven't) (had) (any) {problem} (with) (it) (and) (its) (not) (too) [any] (and) (the) [any] (is) [any] ,6,2,17,2,there ! ! : this * there does what is say to do . i have not had any problem with it and its not too * and the * is * .,"[224, 553]",24,4
4360,okay: i liked the book but it wasn't one of my favorite reads. it ended up being a good book overall.,1,21,okay : i there the book but it was not one of my favorite read . it end up being a good book exciting .,[any] (i) {like} (the) [any] (but) (it) (wasn't) [any] (of) (my) [any] {read} (it) {end} (up) (being) (a) [any] [any] [exciting] ,7,3,10,1,* : i there the book but it was not * of my * read . it end up being a * book * .,"[189, 554]",17,5
4369,"good chick lit!: this was a very good, fun light read. very much enjoyed it. am looking forward to reading more of her books!",1,24,"good chick light ! : this was a very good , good light read . very there good it . am there forward to read more of her book !",[any] [any] {light} (this) (was) (a) (very) [any] [good] [any] [any] (very) [there] {enjoy} (it.) (am) {look} [any] (to) {read} (more) (of) (her) {book} ,8,5,10,1,"good * * ! : this was a very good , good * read . very there good it . am there * to read more of her book !","[86, 555]",20,4
4412,book review: shipped promptly! just what dauther needed and in time for her to read for her english class! i would recommend!,1,22,book review : ship promptly ! just what dauther there and in there for her to read for her english class ! i there recommend !,[any] [any] {ship} promptly! (just) (what) dauther {need} (and) (in) [there] (for) (her) (to) [any] (for) (her) [any] [any] (i) [there] [any] ,8,2,10,2,book review : * * ! just what * there and in there for her to read for her english * ! i there * !,"[556, 908]",17,5
4414,i don't know: i don't know want the book is about yet hahaha so can i read now? thank you ? this is i don't know,1,26,i do not there : i do not there want the book is about there hahahahaha so can i read now ? thank you ? this is i do not there,(i) (don't) [there] (i) (don't) [there] [any] (the) [any] (is) (about) [there] [hahahahaha] (so) (can) (i) [any] (now?) [any] (you) ? (this) (is) (i) (don't) [there] ,9,0,12,5,i do not there : i do not there want the book is about there * so can i read now ? * you ? this is i do not there,"[52, 557]",26,2
4425,"the best of shakespeare: this is the best tragedy ever written. i wish this had professional audio! i recommend this book to any, and everyone.",1,25,"the best of shakespeare : this is the best tragedy this write . i wish this had professional audio ! i recommend this book to any , and everyone .","(the) {good} (of) shakespeare: (this) (is) (the) {good} [any] [this] {write} (i) [any] (this) (had) [any] [any] (i) [any] (this) [any] (to) (any,) (and) [any] ",8,3,12,2,"the * of * : this is the * * this write . i * this had * * ! i * this book to any , and everyone .","[558, 790]",17,8
4427,"a must have: if you're a dolly parton fan (even somewhat of a fan), this is a must have for your collection. it will not disappoint!!",1,26,"a must have : if you be a dolly parton fan ( even particularly of a fan ) , this is a must have for your collection . it will not disappoint ! !",(a) [any] (have:) (if) (you're) (a) dolly parton [any] [any] [particularly] (of) (a) [any] (this) (is) (a) [any] (have) (for) (your) [any] (it) (will) (not) [any] ,8,0,14,4,"a * have : if you be a * * * ( even * of a * ) , this is a * have for your * . it will not disappoint ! !","[96, 559]",19,8
4482,"good: it was a good book with a good lesson. i just prefer 1,2,3 magic (effective discipline for children 2-12) by thomas w. phelan, phd.",1,25,"good : it was a good book with a good lesson . i just prefer 1,2,3 magic ( effective discipline for woman 2 - 12 ) by collins w. phelan , phd .","[any] (it) (was) (a) [any] [any] (with) (a) [any] [any] (i) (just) [any] 1,2,3 [any] [any] [any] (for) {child} 2-12) (by) [collins] [any] [any] phd. ",12,1,9,3,"good : it was a good book with a good lesson . i just * 1,2,3 * ( * * for * 2 - * ) by * w. * , * .","[560, 754]",19,9
4629,10 channel mixer: i bought this mixer for my husband off his wish list. he was very excited and loves it!!!!!,1,21,10 channel mixer : i new this mixer for my woman off his wish list . he was very excited and love it ! ! ! ! !,10 [any] mixer: (i) {buy} (this) mixer (for) (my) [woman] (off) (his) [any] [any] (he) (was) (very) {excite} (and) {love} (it!!!!!) ,4,3,10,4,* * * : i new this * for my * off his * * . he was very * and love it ! ! ! ! !,"[561, 914]",13,8
4635,clifford: this is a very good book for the younger readers. it is straight forward and gives good halloween costume ideas for little kids,1,24,clifford : this is a very good book for the young reader . it is there forward and there good halloween costume idea for little there,clifford: (this) (is) (a) (very) [any] [any] (for) (the) {young} {reader} (it) (is) [there] [any] (and) {give} [any] [any] costume {idea} (for) [any] {kid} ,7,5,10,2,* : this is a very * * for the * * . it is there * and there * halloween costume * for * there,"[440, 562]",15,9
4699,"great teaching tool: this is a great puzzle to have in a childcare center , the children love working with the different numbers",1,23,"great teaching tool : this is a great puzzle to have in a childcare center , the woman love work with the different number","[any] [any] [any] (this) (is) (a) [any] puzzle (to) (have) (in) (a) childcare [any] , (the) {child} [any] {work} (with) (the) [any] {number} ",7,3,10,3,"great * * : this is a great * to have in a * * , the woman love work with the * *","[563, 893]",15,7
4738,intersting: this book has opend up my eyes. robert frost is in my mind one of the best potes in the world.,1,22,intersting : this book has opend up my hands . collins frost is in my there one of the best pote in the world .,{interste} (this) [any] (has) opend (up) (my) {eye} [collins] frost (is) (in) (my) [there] [any] (of) (the) {good} {pote} (in) (the) [any] ,5,4,11,2,* : this book has * up my hand . * * is in my there one of the good * in the * .,"[157, 564]",16,6
4788,pretty good: the set-up was a little weird and random but the writing was excellent. it was fun to read.,1,20,there good : the set - up was a little weird and random but the writing was excellent . it was good to read .,[there] [any] (the) [any] (was) (a) [any] [any] (and) [any] (but) (the) {write} (was) [any] (it) (was) [good] (to) [any] ,9,1,10,0,there good : the * - up was a * * and * but the * was excellent . it was good to read .,"[565, 670]",16,5
