text,annon_sents,neigbors
get smart: can't wait to get this! it looks so funny!everything i've ordered from here i was neverdisappointed!,i recently received these bags. great product at a great price...i hope they become available once again.,"[304, 473, 889]"
interesting look back at what we liked in the 70s: but doesn't hold up very well against contemporary competition.,one of adams best films along side the wedding singer and mr. deeds. interesting look back at what we liked,"[850, 78, 474]"
wonderful album: i think george carlin shows a lot of sincerity and frankness in this interview with larry wilde.,george carlin shows a lot of sincerity and frankness in this interview with larry wilde. the,"[369, 475, 984]"
dramtic danny devitos best: it wasn't great but devito's performance as the villianous penguin is outstanding.,dramtic danny devito's performance as the villianous penguin is outstanding. where's nosso am,"[438, 476, 900]"
batman returns: i loved batman returns. such a classic. great solid performances by michelle pheifer and danny devito,i loved batman returns. such a classic. great solid performances by michelle pheifer and danny devito.,"[56, 477, 720]"
very nice!!!!: bought this for my sister for christmas 2009.....she loves it. it is strong and sturdy. nice product.,"i love this chain, it's not to big but def not small either, it's just enough...really cute. ","[107, 655, 478]"
super awesome: this gun just just came today and already love it. full scale and feels real. get it!!,i was given the fullscreen version...what a disappointment! buy the widescreen if you can.,"[240, 398, 479]"
"great book!!!!!!: through the book i gained a lot of insight about emma's personal beliefs, and anarchy in general.","i gained a lot of insight about emma's personal beliefs, and anarchy in general. francais de","[187, 480, 811]"
"book: will buy from this person againvery nice,the book was in great shape,just a great job over all.",very nice collection of thoreau's work. perfect for anyone wanting to get better acquainted with thoreau's work.,"[231, 757, 481]"
wow..very disappointing...: shipping and dvd itself was great...the story and acting was not that great..didn't watch the whole thing..,"shipping and dvd itself was great...the story and acting was not that great...very disappointing. mediocre performances, and most of the songs have nothing","[61, 482, 234]"
great service: order arrived sooner than estimated and in excellent condition. i would purchase from them again.,i was very pleased with my last purchase. the delivery was very prompt and shipped in perfect condition. i would purchase from them again.,"[226, 483, 766]"
completely unnecessary...: why release this compilation? we already have aerosmith's greatest hits. go and get that instead.,"'running all night with the lion' is much better, don't waste your money. 'devils got a new","[484, 524, 485]"
"devils got a new disguise ""winner' for aerosmith"": this latest aerosmith is a must have for all aerosmith fans.","'running all night with the lion' is much better, don't waste your money. 'devils got a new","[484, 524, 485]"
"what???????: this is one of the stupidiest, silly, boring, juvenile movie i hase ever seen. terrible.","this being mario i thought this would be good.i was very, very, very wrong. very wrong. this is one of the stupidi","[68, 69, 486]"
"fantastic: great service, quick shipping, no hassles, item was in perfect condition. no complaints at all.","fantastic: great service, quick shipping, no hassles, item was in perfect condition. no complaints at all.","[47, 487, 872]"
it was a really bad movie.: it wa jjhjhgj;lgkkkkhlkjgpouyijoikjjihioyuoiytiouyitoyitoyityoitruyoituytoihuyjitohjoituytioyuitoryuityuotiyhituyoituyiotuytoiryuti8ew9tiwoetiuiewortuoiuwoiuiueeoioitupwetoiue86tu8rti0rugiojuieo68958ut8igourioutiuter...displayed in yugoslavian,inherit the wind: the movie is just a small sample that proves bible is a bunch of baloneyivan- brazil ,"[387, 670, 488]"
fayetteville?: holy cow! is fayetteville like the new mecca or something? these guys are from outer space!,mccutcheon's songs are entertaining and diverse.,"[489, 769, 532]"
sooooooooooooooooo coooolllllllllllll: freddy in one of his best gory great effects great acting must see,harry flashman is horatio hornblower without a conscience and afraid of the water. great series.,"[490, 980, 994]"
"for women only; what you need to know about the inner lives of men: informative, eye-opening, insightful, and useful.","a misandristic selection of ""solutions"" masquerading as a self-help guide for women. informative, eye-open","[273, 491, 882]"
"great book!: leaning what my husband really thinking opened up new world, and started falling love again.","depressing but hopeful book about recovery from drug and alcolhol addiction and return to normal, sober life. follow the drinking gourd","[380, 860, 492]"
"boring, neverending: one of the worst films i've ever seen. endless. i fast-forwarded through the last 30 minuted. unwatchable.","this movie was awful, nothing like the first movie and even worse than the second. even elizabeth berkley's","[224, 402, 493]"
great book: i am absolutely hooked on the anita blake series. all of these books are an excellent read!!!,"i am absolutely hooked on the anita blake series. i love janet dailey's ""calder"" series","[113, 494, 880]"
"boring, boring ,boring!!!!!!!!!!!: there is reallly actually two words that i think sums up jane eyre boring and senseless!!!!!!!!!!!!!!!",i haven't spent much time with this product. it's very boring. nothin like the old one..so much,"[166, 495, 877]"
"excellent: fascinating glimse of various british wwi-period prognostications (sikes, lloyd george etc.), in light of how things turned out.","this is an outstanding book, documenting the quickly-decreasing generation of those who lived through wwii. it is","[91, 251, 496]"
note: this book was sold by wrox to apress. the code download is available directly from apress at http://support.apress.com.,this book was sold by wrox to apress. the code download is available directly from apress at http://support.apress,"[317, 808, 497]"
"brideshead revisited: a great american classic well worth re-reading. rich language, complex story line that stimulates good discussion.","brideshead revisited: a great american classic well worth re-reading. ""northanger abbey"" will delight","[498, 691, 947]"
wow: wow..........wow.......wow.........wow........this album is very good. i reccomend it to anyone who isnt afraid of guitars.,"amazing voice! sounds like a young rod stewart, but better :)did not find one bad track on this album!","[162, 499, 332]"
super cool!!!: this fianna is sooooooo nice.she looks super fab in her outfits!!!sara siblini!!!my scene lover!!!bratz lover!!!*forever*,this dvd is really coooooooooooooooooooooooooooooooooooooooooooooooooooooooooooool and i likebitchny spears,"[449, 500, 581]"
pooh and taoism...who would have thought...: taoist wisdom and pooh; an unlikely combination. a wonderful intro to eastern thought!,the language of letting go (hazelden meditation series) is a wonderful intro to eastern thought!,"[405, 501, 948]"
the irony? hoff writes simple-mindedly: i would have been more interested in a high-schooler's ten-page thesis on the subject.,hoff writes simple-mindedly: why should anybody want to read a book written by lenin? why should anybody want to read a,"[502, 689, 897]"
has stability issues: reboots randomly. firmware has stability issues. also drops wan (pppoe) connections randomly.,"ordered this charger and was told it was 1 month on backorder then, i never received it.","[74, 503, 143]"
"do not buy: do yourself a favor and do not buy it, it constantly disconected.customers support is not availble",the quality was bad. some parts were bent.the material is cheap.i don't suggest you buy this item..,"[245, 504, 892]"
"garbage: the movie was boring,slow paced,unrealistic,stupid,and a total waste of time and money...and those were it's good points.","the movie was boring,slow paced,unrealistic,stupid,and a total waste of time and money...and those","[282, 505, 983]"
"dissapointed.......: i loved her! but then, i looked at the customer image. she isn't as good as i thought.",i expected recipes and...none!made a donation to a senior center and donated...julie & juli,"[236, 290, 506]"
boring: the story portraits the husband as a god and the wife is his forever subsevient wife. boring .,the worst of john grisham: is it one story or a bunch of mini-stories totally un-related. huge disappointment.,"[232, 507, 873]"
didn't get it: it just seemed like the director was trying to make some artsy-fartsy movie and failed.,blade runner - director's cut: stay away from this piece of garbage; try the original version if available.,"[508, 684, 535]"
not an enjoyable movie expeirence: sorry folks but i found this movie excruciatingly painful to watch & extremely boring.,this movie start well but it gets boring and uninspiring afterward. i found this movie excruciatingly painful & extremely,"[212, 979, 509]"
"disappointed: this is what happens when artists get too ambitious, ohh man i'm gonna miss the old nelly.",repetitious and disappointing for someone who bought all santana records lp's cd's and dvd's ,"[300, 525, 510]"
best backpack: this is my favorite backpack. it never fails me...even though i don't think a backpack can...,the book was in good condition...book was very good but seemed like a hit piece on steve wynn..,"[448, 511, 699]"
this was just the stupidest movie: i can't believe you people are actually *trying* to sell this s**t,i see dis movie in dis theter it blew chunks spongbob an his friends are gay. i can't believe,"[97, 512, 562]"
statistics: book was exactly what i needed for class - fast response and turn-around time. thank you.,this book is the second-best book on toefl after educational testing services' (ets) toefl book. practice,"[20, 809, 513]"
"what a ride!!!!: something new, something different, something great. cage is fantastic. well worth the energy and time.","disney doesn't disappoint with another wonderful disney movie. mixing new world music with old world settings works very well. something new, something","[362, 371, 514]"
magical: this ia rich selection of the music of thomas tallis and destined to a favourite for many years.,the music of thomas tallis is destined to a favourite for many years. morgenstern's genius: florinese,"[313, 515, 424]"
"depressing: this story was seriously depressing, and was in no way a book that i would call enjoyable.","time to quit: plodding, disappointing writing that lacks character development. mengele: the complete story was hard to stay interested in ","[141, 516, 303]"
whore's dont get a second chance: a great suspense / thriller. i loved every minute. two thumbs way up.,this is a great thriller about 2 ladies seeking justice and revenge!!it's a must see!!!!,"[179, 517, 540]"
excellent: the things this man can do is amazing. this cd is incredible. exciting the whole way through.,the things this man can do is amazing. this cd is incredible. exciting the whole way through.,"[5, 518, 126]"
midlife mavericks: well written...author develops a good position on opening ones opportunities......both the positive and the negative are explored.,midlife mavericks: well written...author develops a good position on opening ones opportunities...both the positive and the negative are explored ,"[519, 807, 959]"
"gotta have gotta have: this song almost hits the alternative edge, very good planning, excellent delivery.",i really enjoyed this video. it is a smart idea. his roller disco song was really catchy too.,"[323, 520, 404]"
"disappointed viewer: this moving is awful: boring, depressing and pointless! i'm sorry i wasted my time watching it. :(","this moving is awful: boring, depressing and pointless! i'm sorry i wasted my time watching it. :(.","[276, 837, 521]"
save your money!: the story was awful. don't spend your money on this one. borrow it from the library.,the story was awful. don't spend your money on this one. borrow it from the library.,"[92, 279, 522]"
average book: looks like most of the material came from oracle documentation. examples are very basic,not suited for beginner's should have qiute lucid explationsi dont recommend for new commers to java.,"[51, 523, 795]"
lousy compilation: there's much better heep compilations ('running all night with the lion'... please!!!) don't waste your money.,"'running all night with the lion' is much better, don't waste your money. 'devils got a new","[484, 524, 485]"
just as i thought.......awesome: the cd was awesome just as i was told. it did not disapoint great buy,repetitious and disappointing for someone who bought all santana records lp's cd's and dvd's ,"[300, 525, 510]"
one star too many: this claptrap would have never been published had the author not been black and female.,this claptrap would have never been published had the author not been black and female. the plot lines are distinctly implausible ,"[2, 526, 934]"
"whoever made this, kill yourself: this movie is absolutely ridiculous, you have to be kidding me this is pathetic",i just don't get who would buy such an ugly doll!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"[412, 527, 791]"
"great book discount: thank you, book arrived early and is just what i needed for my class this semester.",school required book was delivered a month later. book arrived early and is just what i needed for my class.,"[155, 528, 178]"
excellent review: this is a great review material for mri registry exam.prettymuch covers more than enough.,this is a great review material for mri registry exam. so far this has been an excellent book to learn about the ci,"[529, 732, 676]"
"apple ipod: i love it. it's an amazing product, so comfortable and easy-to-use and with incredible functionality.","after owning one for 10 months, my coolpad stopped working after daily use. after only a few uses, the plastic started cracking and","[397, 530, 613]"
inspiring book: this is a very inspiring book. it's small....but great things always come in small packages.,inspirational thoughts: makes you realise that without goals or objectives we can all sink without a trace. small...but great things always come in small packages,"[352, 531, 694]"
"fun family fare: a very good cd, particularly if you have young children. mccutcheon's songs are entertaining and diverse.",mccutcheon's songs are entertaining and diverse.,"[489, 769, 532]"
thanks for the professional fulfillment: it arrived in good condition and within the time parameters you promised.thanks,"product arrived in expected time, and in excellent condition. will use this service again if need arises.","[108, 797, 533]"
"caribou hunting, by larry bartlett: authoritative and complete. answered questions nobody else even discussed.","sea runners will etch the coastline of british columbia in your mind. caribou hunting, by larry bar","[21, 534, 152]"
blade runner - director's cut: stay away from this piece of garbage; try the original version if available.,blade runner - director's cut: stay away from this piece of garbage; try the original version if available.,"[508, 684, 535]"
great product: i use this base coat every time i apply my polish. it works great to prevent chipping.,i use this base coat every time i apply my polish. love the movie. it should be right up there with the classics.,"[536, 855, 977]"
pleased: great pictures. adequate battery life. it's great for a non-professional taking photos while hiking/biking/etc.,the base arrived when promised and works just like it should. this company does exactly as it says. suspicious how every negative comment on this guys products is immediately,"[364, 446, 537]"
good bargain: decent sound quality for the price. you get what you pay for. would recommend to friends.,price: goodsize: very goodrange: fair (some noise when there i'm in another room) battery life: good. long standing charge,"[94, 454, 538]"
don't bother: i didn't work. my lexmark 4300 didn't even recognize that this cartridge was installed.,"hp photosmart 2575 all-in-one printer was received as promised and it worked perfectly. however, it was shipped with wrong","[66, 539, 444]"
"very good film.: great film with 3 storys. good special effects. really good acting. dont miss ""the ledge.""",this is a great thriller about 2 ladies seeking justice and revenge!!it's a must see!!!!,"[179, 517, 540]"
"works great: these mirrors are great because they are removable, adjustable & will fit on any sized bars.","these mirrors are great because they are removable, adjustable & will fit on any sized bars. fogged up within a week.","[541, 592, 785]"
auntie mame: fantastic! what a great production! should be shared with each generation. it has a lot to say!,casablanca was bought as a christmas present for someone who loves old movies. she enjoyed this very much.,"[123, 542, 388]"
gorgeous: its great pleasure watching shannon tweed. iam obsessed with shannon tweed. i feel happy watching her.,"kelly clarkson has an amazing voice, and i'm so glad that her cd finally came out! if you like","[543, 733, 560]"
a secod level play: how can authur miller create such a ridiculus story and so many stupid characters,"authur miller creates such a ridicus story and so many stupid characters. without the elemental heroes, this is not fun.","[374, 544, 428]"
prompt and perfect: cannot comment beyond above as this is christmas gift for grandchild and has not been viewed.,i ordered this camera for my son's birthday present - he's captured some great pictures thus far!,"[227, 545, 399]"
mathbook: excellent condition of book. description is true to the condition of the mathbook.shipped quickly excellent seller.,"used library book, but still in good condition. book came quickly and was cheap. overall good deal!","[0, 546, 933]"
burger and rib recipies by a vegetarian?: david joachim's a vegetarian. what does he know about cooking meat?,the overall appearance of gluten free bread was poor. viewers should be aware that this film contains scenes in which animals are slaughtered and hurt.,"[547, 834, 639]"
where eagles dare: this is one of eastwoods best action movies. it does credit to alister mcclain's book.,wonderful movie tim daly was excellent as bad guy turn good.the scene with baby sheep great. keep a good book or a stack of,"[548, 824, 818]"
"great movie: the product was in excellent condition, and i received it well ahead of schedule. great seller!!!","the product was in excellent condition, and it arrived well ahead of schedule. the best of the entire catalog! great music great show, great quality dvd","[99, 549, 868]"
"disgusting: shakespeare may be a genius, but cmon, this is the worst reading material i have ever seen.",persuasion: this is terrible. you cannot read it because the lines are all misaligned. a complete waste of money.,"[322, 550, 348]"
"bored: while your watching the movie,just keep repeating to yourself: i will be bored, i will be bored.","this movie is hardly a movie, just a lot of singing and dancing with no actual storyline.","[425, 551, 462]"
"very cool play: this live cd sounds pretty much like their studio recordings, but there's nothing wrong with that!","this live cd sounds pretty much like their studio recordings, but there's nothing wrong with that! the glass harmonica adds a special","[445, 552, 922]"
zippers are not good: the side pocket zipper doesn't close!good size fits dsc hx1 and all his acessories.,the side pocket zipper doesn't close!good size fits dsc hx1 and all his acessories.,"[553, 568, 953]"
"excelent!!: this is a perfect bag for my sony sr-300, it's enough to keep and carry all the accessories","bag is very disappointing in appearance, materials and workmanship. perfect bag for my sony sr-300, it's enough to keep and","[72, 712, 554]"
don't waste your money: this book is just a generic dog book with very little information on the aussie.,a good general knowledge book for most fish in florida but not all...saltwater and freshwater species listed. nothing really special about,"[353, 556, 555]"
just about dogs: nothing really special about australian shepherds in here. a lot of general information about dogs.,a good general knowledge book for most fish in florida but not all...saltwater and freshwater species listed. nothing really special about,"[353, 556, 555]"
excellence all the way: awsome plasma. razor sharp and crystal clear picture. superb set. i'd recommend it to everyone.,awsome plasma. razor sharp and crystal clear picture. superb set.,"[401, 557, 418]"
last book i will purchase by cornwell: these last two books by her are really terrible.read evanovitch.great series !!!,cornwell's last two books are really terrible.read evanovitch.great series!!!!,"[284, 558, 957]"
deserves stars minus: what a big stink. definitely give this a miss. patricia what happened to you?????,season five the funny started slipping. this season stinks. not funny!,"[559, 734, 876]"
"rubbish!: if you like things about vampires, just watch the series ""buffy the vampire slayer"" staring sarah michelle gellar.","kelly clarkson has an amazing voice, and i'm so glad that her cd finally came out! if you like","[543, 733, 560]"
get the tv show: this film is nothing compaired to the tv show sarah mischelle gellar is much better.,stay away this movie is a joke and shows hollywoods lack of creativity and good actors!,"[381, 561, 801]"
"terrible slasher pic: very lame ""scary"" teen movie. however, if you are a james mcavoy fan what the heck..",i see dis movie in dis theter it blew chunks spongbob an his friends are gay. i can't believe,"[97, 512, 562]"
never received: never received item just a refund with no explanation.r.i.p. danny gans you will be missed,danny gans never received item just a refund with no explanation.r.i.p. danny gans you will be missed,"[563, 624, 642]"
"a monumental film: a monumental film. a must-see for movie lovers that appreciate the ""art"" of movie making.","stellar performances throughout, this movie really makes you wonder...possibly my favorite movie! a monumental film. a must-see for movie lovers","[373, 564, 690]"
good: the product arrived as advertised and was in good condition. i would order from this seller again.,the picture and the sound were soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,"[183, 565, 609]"
laurel and hardy rare home movies (1923-england): very poornot enough of the good old boyssorry i bought it!,laurel and hardy rare home movies (1923-england): very poornot enough of the good old boyssorry i,"[566, 972, 887]"
syrup comparison: i was testing cookie recipes and got similar results using black treacle & unsulphured molasses.,mild sweeetness - though ultimately tastes like soap - or something reminiscent of soap.,"[13, 567, 697]"
disappointed: nice fit and good price but they unravel fast!thread comes right out of them.it is a dirty shame!,the side pocket zipper doesn't close!good size fits dsc hx1 and all his acessories.,"[553, 568, 953]"
do you mean to tell me that: the original stage production of this was never filmed???????????this is just pathetic.,this is not a documentary. moore should be ashamed for profiting off of this tragedy. steer clear. stick with anything from the decca,"[569, 841, 762]"
noise -canceling headphones: logitech noise-canceling headphonesa very good product especially at amazon's low price !!,logitech noise-canceling headphonesa very good product especially at amazon's low price!!. headphone jack adapter is,"[570, 585, 753]"
"this is the one that matters...: it has the original ewok song (y'know, 'yub-yub'), 'finale'!(enough said!)","this is the one that matters: it has the original ewok song (y'know, 'yub-yub'","[571, 651, 596]"
great oracle web development reference: this book has it all for developers deploying oracle solutions on the web,oracle web development reference: this book has it all for developers deploying oracle solutions on the web. oracle8i data,"[572, 580, 591]"
wow!!: sensual...passionate...oh so beautiful! i can't hear enough of it. the last selection is out of this world.,jeanthe bomba factorynina laresllayalilina santiagogerardogruv stationel guero,"[10, 573, 714]"
"skip it: johnny depp is brooding, but not even he could save this snoozer. zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz...","tommy lee jones: wonderful, wonderful movie. especially the friendship between jones' & jackson's characters,","[461, 574, 678]"
pass on this book: homophobic. xenophobic. definitely not as good as the other jane jeffrey mysteries.,"bad book overall, only interesting about the themes of discrimination. unsubstantiated, vague, and unscientifically presented, nothing new ","[76, 575, 101]"
"great seller: fast shipping well wrapped item in great shape, no problems whatso ever. will buy from again.",fast delivery and great conditions would defenetly recommend to guy from themand will defently buy from them again.,"[316, 576, 452]"
"this book sucks: this book makes no sense. it is written poorly, and is hard to understand.don't buy it!","gene: dated. doesn't tell ""how to beat the democrats..."" old, worn advice. save your money and buy something else.","[24, 641, 577]"
ghost dvd perfect: product was in perfect condition and was delivered in timely manner. would highly recommend.,"came within a couple of days of ordering, was in great condition, couldn't expect better.. spongebob dvd's first season: excellent","[164, 578, 814]"
"good read very informitive: very good book , informitive content relates to the real world.buy it to believe it!","if you worry about how much you pay for gas, read this book! end. ccie prep.com's book is waste of money","[15, 857, 579]"
oracle8i data warehousing: i like this book.you can learn concept of data warehousing with book.example are very good.,oracle web development reference: this book has it all for developers deploying oracle solutions on the web. oracle8i data,"[572, 580, 591]"
grease: love this movie! received the move in new packaging and extremely prompt. everything is in working order.,this dvd is really coooooooooooooooooooooooooooooooooooooooooooooooooooooooooooool and i likebitchny spears,"[449, 500, 581]"
"wonderful: nice product, but it's not even dubbed in spanish, and it doesn't even have subtitles in spanish.","instant immersion american sign language deluxe came without instructions. nice product, but it's not even dubbed in spanish. dvd is","[167, 582, 294]"
it`s the word: grease is a hit.if you don`t see this movie i consider you weird.it`s great!!!!!!!!!!!!!,a classic thriller written by mary shelley and heartbreaking terrifying story. why isn't this title available in english? sent this,"[583, 730, 761]"
wrong item: communication error. vhs instead of dvd. they handled the problem with a full refund. very kind.,the camcorder worked only a couple of times.then the playback picture was totally........,"[12, 218, 584]"
headphone jack adapter: not very practical. really cheesey connection. every move of this adapter results in scratchy static noise.,logitech noise-canceling headphonesa very good product especially at amazon's low price!!. headphone jack adapter is,"[570, 585, 753]"
self-righteous blather: maher is a pompous jerk that is as arrogant as the conservatives he condemns.,boettner either lies or he's incredibly naive. maher is a pompous jerk that,"[147, 436, 586]"
"comosophy: when a comedian becomes a philosopher you get ""comosophy."" but the pictures were enjoyable.","comedy critic: disappointed. listening to a ""few"" of his skits is preferable to having to watch an entire performance.","[421, 587, 463]"
sounds like synthesizer: only about 45 minutes. only known material from the original soundtrack. dissapointing,this cd truly is awful. the lyrics are lame! it must have been written by some speds!!,"[331, 588, 859]"
"john williams needs inspiration: unlike his previous masterpieces, harry potter lacks the magic john williams used to have.",harry potter: the worst harry potter movie yet. harry potter lacks the magic john william,"[270, 589, 677]"
vomit material: ughhh!!!!! this is so terrible! stay away from this what ever you do!!! its horrible!,ughhhhh!!!!! this is so terrible! stay away from this what ever you do!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"[590, 693, 901]"
the best reference book in c programming: simply the best book for both beginner and professinal programmer,oracle web development reference: this book has it all for developers deploying oracle solutions on the web. oracle8i data,"[572, 580, 591]"
"useless: fogged up within a week. quoth the wife, ""honey, fogless mirrors don't actually work."" lesson learned.","these mirrors are great because they are removable, adjustable & will fit on any sized bars. fogged up within a week.","[541, 592, 785]"
"yuck: besides being absolutely disgusting,this is the worst movie ever made.jaws 2 was way better.check out jaws 4 too.","besides being absolutely disgusting,this is the worst movie ever made.check out jaws 4 too.","[188, 996, 593]"
"the worst peeler ever had!!!: do not buy this product!!!is not sturdy, cheap peeler, not worth the price",not as advertised: not chew sticks but simply tooth picks so they should definitely change this listing. works just like one would expect a non-,"[420, 945, 594]"
"fantastic: excellent book for the first time buyer, a lot of information definitely need to read it twice...",the third secret is a fast read...well researched and edge of your seat. everyone should attempt this book-hint stick with it for 150,"[63, 595, 737]"
maree wilson: another fine mess says it all really - disappointingi enjoyed the first album 'machine says yes'.,"this is the one that matters: it has the original ewok song (y'know, 'yub-yub'","[571, 651, 596]"
"excellent scanner: this scanner is the sharpest, user-friendly and fastest flat bed scanner i have ever used.","detecto 339: excellent. assembly easy, works perfectly and is made in usa.highly recommmed detecto products.","[110, 597, 636]"
"i would gve it zero: stupid,dum,cheesy,boring.plese dont buy this video.if you do you will see what i mean.","i would gve it zero: stupid,dum,cheesy,boring.plese dont buy this video.","[358, 985, 598]"
pizza slicer: the slicing ability and ease of use makes this a welcome addition to by kitchen utensils.,pistoulet dishes: my wife absolutely loves the plates. i could really care less one way or the other! pizza slicer: the,"[434, 599, 821]"
"sad!: ordered this spider, never came in the mail...contacted seller and said one was on the way....never came.","shaver was defective and had to be returned to seller. ordered this spider, never came in the mail...contacted seller and said one was","[262, 686, 600]"
"one of the worst films i have ever seen.: excellent cast, interesting idea, but an incredibly bad movie.","horrible lieutenant: worst nicholas cage movie ever made. poorly acted, filmed, edited, and scripted.","[14, 646, 601]"
long knife: book arrived quickly and in shape described. i am very satisfied with the seller. thanks.,book arrived quickly and in shape described. i am very satisfied with the seller.,"[431, 726, 602]"
waste of money: moves were impossible to follow -- way too complicated. don't waste your time or money.,moves were impossible to follow -- way too complicated. don't waste your time or money. works as expected. directions are sorely lacking though. would,"[603, 758, 975]"
"magical: wonderful characters, stories within stories. this book offers beautiful writing, a deep spirituality and a happy ending!","the authors have provided the quintessential study guide to the canterbury tales. this book offers beautiful writing, a deep spirituality","[44, 604, 653]"
excellent products!: perfect transaction...what more can i say besides i highly recommend this product and this seller!,i highly recommend this product and this seller!,"[140, 853, 605]"
home alone: esta película es un clasico. mis hijos de 6 y 7 años no se cansan de verla.claudiacaracas-venezuela,"mariachi from mexico - best music for my restaurant""hacienda"".","[354, 606, 993]"
uncle tom's cabin: i finally gave up on uncle tom's cabin. dialogue written in vernacular drove me nuts.,i finally gave up on uncle tom's cabin. dialogue written in vernacular drove me nuts. johnny tre,"[607, 833, 627]"
"terrible title: this album should be called ""randomly assorted for no collective reason hip hop vol 1""","this is still the wrong mix of this album. hopefully, shout! factory will find the correct master.","[455, 618, 608]"
excellent: this product was of high quality and even nicer then i expected. would highly recommend it to anyone.,the picture and the sound were soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,"[183, 565, 609]"
"excellent musical: a brilliant musical, and a fantastic experiance for anyone who watches or listens to it.","mannheim steamroller's unique sound lends itself perfectly to the ""mouse"" fantastic music for all who love disney!","[142, 403, 610]"
very helpful and full of useful contact information: thank you for making such a useful item available.,"product has little information about even major metro areas, let alone less populated ones. added nothing, no single new inforamtion can be found in","[350, 843, 611]"
lacking knowledge of subject matter: better information on handwriting analysis is avalable from other sources.,better information on handwriting analysis is avalable from other sources. there are other more informative books out there costing definitely less.,"[612, 656, 805]"
"broke!: a good idea, but after only a few uses, the plastic started cracking and finally just broke completely.","after owning one for 10 months, my coolpad stopped working after daily use. after only a few uses, the plastic started cracking and","[397, 530, 613]"
another good while it lasted: i too have experienced the plastic cracking and breaking. would not buy another.,"handles fall off with long use, they don't cook evenly. i too have experienced the plastic cracking and breaking. would not buy another","[150, 614, 930]"
fantastic series: i really enjoyed this trilogy and plan to read cornwell's entire works.first class.,du maurier is the best at this genre. i really enjoyed this trilogy and plan to read cornwell's entire works.,"[325, 899, 615]"
"excellent product, great price: a++++++++, prompt delivery. will order again. far superior than fabreeze and cheaper in price.","panasonic's customer service is atrocious, i would not buy any product from them. tried to contact seller several times. was","[400, 634, 616]"
"save your money: unless you are brand new to issues of spirtuality, this book weill seem simplistic and unsatifying.","this book should be ""required reading"" and discussion for all 1st semester majors in econ 101. unless you are","[190, 675, 617]"
common will always make sense: best album..you have to buy this. jazzy/hiphop beats + common's lyrics = great cd.,"this is still the wrong mix of this album. hopefully, shout! factory will find the correct master.","[455, 618, 608]"
"multi-engine flying: great book for multi-pilots, also includes all necessary info for oral and practical tests.",i'm interested in early flight and this book gave an eyewitness account which i enjoyed. the night before christmas: excellent book.,"[311, 619, 413]"
"wow! roots reggae excellence: the lyrics, the production and the singing are nothing less than the very best.","alfredgomez from venezuela has mastered the art of singing. the lyrics, the production and the singing are nothing","[204, 661, 620]"
"zenergy chimes: thanks for the speedy transaction. i am already using the chimes. thanks, cherylgraves",zenergy chimes: thanks for the speedy transaction. outlook: good 'ole outlook at several locations & love what it,"[621, 777, 715]"
"quality: i am very happy with the m881. it is lightweight, and very comfortable. good support and stability.","i am very happy with the m881 because it is lightweight, and very comfortable. good support and stability.","[219, 221, 622]"
"disappointed: the lid on the spinner arrived cracked. the mailing package was intact, i question the sellers quality control.","the lid on the spinner arrived cracked. the mailing package was intact, i question the sellers quality control.","[129, 623, 310]"
dis-satisfied buyer: will not purchase from this guy again. not honest with his description of item. buyer's beware!,danny gans never received item just a refund with no explanation.r.i.p. danny gans you will be missed,"[563, 624, 642]"
"too ""jazzed-up"": i wanted a fairly straight rendition of jerome kern's beautiful songs, but this is not it.","disappointing poppish sound. like elliot doing more bob dylan/van morisson style. too ""jazze","[355, 625, 917]"
"delightful: it is a delightful book, full of fun and laughter. if you have children, you must get it.","i love reading it to my daughter and she loves listening to it. it is a delightful book, full of fun and laughter.","[222, 626, 378]"
matilda was a good book: it was funny.ilike when the principal throw out the girl with the ponny tail.,i finally gave up on uncle tom's cabin. dialogue written in vernacular drove me nuts. johnny tre,"[607, 833, 627]"
almost perfect: wish it was bendable so i could get in tight corners. other than that it's peachy keen.,"love the swaddle-me- however, note that the cotton stretches a lot faster then the microfleece versions ","[238, 628, 760]"
cheap: don't buy. there are a whole lot better extinguishers out there. very good for scrap alumaium.,pastry cutter: heavier than expected. very good when chopping/dicing vegetables to transfer them to pot from cutting board. cheap: don',"[296, 647, 629]"
"this tool is perfection!: finally, a hybrid between a ricer & the old ""wavy-wire"" tool your mother used.","a hybrid between a ricer & the old ""wavy-wire"" tool your mother used. hard to believe it was used.","[93, 630, 292]"
smouldering fires: the beginning kept me coming back for the big ending. i would recommend it for anyone.,'french powder mystery' is one of my favorite mystery novels. the beginning kept me coming back for the big ending.,"[275, 787, 631]"
homemade ice cream: the white mountain electric ice cream maker does a great job in a very short time.,white mountain electric ice cream maker does a great job in a very short time. very disappointing compared to other elmo,"[632, 932, 913]"
